dwID	dwStartID	dwFinishID	szName	szRewardPath	szNamePath	nNameFrame	szFirstPagePath	szTaskTracePath	nTaskTraceFrame	szOpenPath	nOpenFrame	szRewardType	szOpenRewardPath	bHide	nStartQuestID	nFinishQuestID	nClassify	bPerfect	szReward	szMobileNamePath	szMobileOpenNamePath	buffList	szFront	nCampCanSee	nRelation	RewdItem
113			拜春擂	ui\Image\Adventure\reward\拜春擂-奖励图片.tga	ui\Image\UICommon\LuckyMeeting8.UITex	15	ui\Image\Adventure\catalogue\拜春擂-首页图片.tga	ui\Image\UICommon\LuckyMeeting.UITex	114	ui\Image\UICommon\LuckyMeeting7.UITex	89		ui\Image\Adventure\reward\Open\拜春擂_Open.tga		25707	25710	2			Resource\Adventure\AdventureName\奇遇标题-拜春擂.png	Resource\Adventure\OpenName\89.png		等级达到满级\n江湖资历达到1.5万			8_27998;
114			莫负初心	ui\Image\Adventure\reward\mfcx\camp_2.tga	ui\Image\UICommon\LuckyMeeting8.UITex	16	ui\Image\Adventure\catalogue\莫负初心首页图片_恶人.tga	ui\Image\UICommon\LuckyMeeting.UITex	118	ui\Image\UICommon\LuckyMeeting7.UITex	93		ui\Image\Adventure\reward\Open\mfcx\camp_2_Open.tga	1	25784	25795	2			Resource\Adventure\AdventureName\莫负初心·恶人.png	Resource\Adventure\OpenName\奇遇开启_莫负初心.png		江湖资历达到4.5万\n加入阵营\n完成三个对立阵营领袖的[对决！]成就\n当前阵营声望达到尊敬\n完成[傲意战魂！第十四阶]成就\n完成所有战场[五十胜！]成就\n完成千里伐逐全部成就\n完成[剑侠录！晟江]\n等级升到满级	5	118	8_36730;
115	1833	1846	夜哀鸣	ui\Image\Adventure\reward\夜哀鸣.tga	ui\Image\UICommon\LuckyMeeting8.UITex	23	ui\Image\Adventure\catalogue\yeaiming.tga	ui\Image\UICommon\LuckyMeeting.UITex	116	ui\Image\UICommon\LuckyMeeting7.UITex	91		ui\Image\Adventure\reward\Open\yeaiming_Open.tga	1			1			Resource\Adventure\AdventureName\目录标题夜哀鸣.png	Resource\Adventure\OpenName\奇遇开启夜哀鸣.png					
116	1879	1886	乱红鸾	ui\Image\Adventure\reward\乱红鸾.tga	ui\Image\UICommon\LuckyMeeting8.UITex	22	ui\Image\Adventure\catalogue\luanhongluan.tga	ui\Image\UICommon\LuckyMeeting.UITex	115	ui\Image\UICommon\LuckyMeeting7.UITex	90		ui\Image\Adventure\reward\Open\乱红鸾_Open.tga	1			1			Resource\Adventure\AdventureName\目录标题乱红鸾.png	Resource\Adventure\OpenName\奇遇开启乱红鸾.png		完成百溪[同舟不渡·七]任务			
117	1847	1854	醉烟波	ui\Image\Adventure\reward\鸠雀记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	24	ui\Image\Adventure\catalogue\zuiyanbo.tga	ui\Image\UICommon\LuckyMeeting.UITex	117	ui\Image\UICommon\LuckyMeeting7.UITex	92		ui\Image\Adventure\reward\Open\zuiyanbo_Open.tga	1			1			Resource\Adventure\AdventureName\目录标题醉烟波.png	Resource\Adventure\OpenName\(new)奇遇开启醉烟波.png					
118			莫负初心	ui\Image\Adventure\reward\mfcx\camp_1.tga	ui\Image\UICommon\LuckyMeeting8.UITex	17	ui\Image\Adventure\catalogue\莫负初心首页图片_浩气.tga	ui\Image\UICommon\LuckyMeeting.UITex	118	ui\Image\UICommon\LuckyMeeting7.UITex	93		ui\Image\Adventure\reward\Open\mfcx\camp_1_Open.tga	0	25885	25897	2			Resource\Adventure\AdventureName\莫负初心·浩气.png	Resource\Adventure\OpenName\奇遇开启_莫负初心.png		江湖资历达到4.5万\n加入阵营\n完成三个对立阵营领袖的[对决！]成就\n当前阵营声望达到尊敬\n完成[傲意战魂！第十四阶]成就\n完成所有战场[五十胜！]成就\n完成千里伐逐全部成就\n完成[剑侠录！晟江]\n等级升到满级	3	114	8_36729;
119	1887	1904	破巧言	ui\Image\Adventure\reward\鸠雀记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	20	ui\Image\Adventure\catalogue\poqiaoyan.tga	ui\Image\UICommon\LuckyMeeting.UITex	121	ui\Image\UICommon\LuckyMeeting7.UITex	96		ui\Image\Adventure\reward\Open\poqiaoyan_Open.tga	1			1			Resource\Adventure\AdventureName\破巧言_目录标题.png	Resource\Adventure\OpenName\破巧言_奇遇开启.png		完成[剑侠录！银霜口]成就			
120	1905	1916	解心语	ui\Image\Adventure\reward\解心语.tga	ui\Image\UICommon\LuckyMeeting8.UITex	19	ui\Image\Adventure\catalogue\jiexinyu.tga	ui\Image\UICommon\LuckyMeeting.UITex	120	ui\Image\UICommon\LuckyMeeting7.UITex	95		ui\Image\Adventure\reward\Open\jiexinyu_Open.tga	1			1			Resource\Adventure\AdventureName\解心语_目录标题.png	Resource\Adventure\OpenName\解心语_奇遇开启.png					
121			入蛟宫	ui\Image\Adventure\reward\入蛟宫.tga	ui\Image\UICommon\LuckyMeeting8.UITex	18	ui\Image\Adventure\catalogue\入蛟宫_首页图片.tga	ui\Image\UICommon\LuckyMeeting.UITex	119	ui\Image\UICommon\LuckyMeeting7.UITex	94		ui\Image\Adventure\reward\Open\入蛟宫_Open.tga	0	26308	26336	2	1		Resource\Adventure\AdventureName\奇遇-入蛟宫.png	Resource\Adventure\OpenName\入蛟宫_奇遇开启.png		等级达到满级\n江湖资历达到5.5万\n完成[全胜！25人英雄武狱黑牢]成就或[全胜！25人英雄一之窟]成就或[全胜！25人英雄太极宫]成就或[全胜！25人英雄会战弓月城]成就或[全胜！25人英雄阆风悬城]成就\n完成[世外蓬莱！百战无伤！豪]成就\n完成[世外蓬莱！百战无伤！灭]成就\n完成[奉天证道！百战无伤！豪]成就\n完成[剑侠录！百溪]成就			8_38638;5_54199;5_54200;
122	1921	1934	寓天涯	ui\Image\Adventure\reward\鸠雀记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	21	ui\Image\Adventure\catalogue\yutianya.tga	ui\Image\UICommon\LuckyMeeting.UITex	122	ui\Image\UICommon\LuckyMeeting7.UITex	97		ui\Image\Adventure\reward\Open\yutianya_Open.tga	1			1			Resource\Adventure\AdventureName\寓天涯_目录标题.png	Resource\Adventure\OpenName\寓天涯_奇遇开启.png					
123			赴九幽	ui\Image\Adventure\reward\赴九幽-奖励图片.tga	ui\Image\UICommon\LuckyMeeting8.UITex	26	ui\Image\Adventure\catalogue\赴九幽-首页图片.tga	ui\Image\UICommon\LuckyMeeting.UITex	124	ui\Image\UICommon\LuckyMeeting7.UITex	99		ui\Image\Adventure\reward\Open\赴九幽_Open.tga	0	26621	26637	2			Resource\Adventure\AdventureName\赴九幽目录标题.png	Resource\Adventure\OpenName\赴九幽-奇遇开启.png		等级达到满级\n江湖资历达到4.5万\n庐园广记梓行点达到3000分\n完成[剑侠录！百溪]成就\n完成[结庐江湖！十六]成就			5_66362;
124			空谷回音	ui\Image\Adventure\reward\kghy.tga	\ui\Image\UICommon\LuckyMeeting8.UITex	25	ui\Image\Adventure\catalogue\kongguhuiyin.tga	\ui\Image\UICommon\LuckyMeeting.UITex	123	\ui\Image\UICommon\LuckyMeeting7.UITex	98		ui\Image\Adventure\reward\Open\kghy_open.tga	0	26659	26669	2			Resource\Adventure\AdventureName\奇遇-空谷回音.png	Resource\Adventure\OpenName\空谷回音-奇遇开启.png		等级达到满级\n江湖资历达到4.5万\n完成[云从集]任务			8_38646;
125			泛天河	ui\Image\Adventure\reward\泛天河.tga	ui\Image\UICommon\LuckyMeeting8.UITex	27	ui\Image\Adventure\catalogue\fantianhe.tga	ui\Image\UICommon\LuckyMeeting.UITex	125	ui\Image\UICommon\LuckyMeeting7.UITex	100		ui\Image\Adventure\reward\Open\泛天河_open.tga	0	26846	26854	2	0		Resource\Adventure\AdventureName\泛天河.png	Resource\Adventure\OpenName\泛天河_奇遇开启.png		万灵山庄声望达到钦佩			8_38643;
126	1935	1956	塞外西风	ui\Image\Adventure\reward\swxf.tga	ui\Image\UICommon\LuckyMeeting8.UITex	28	ui\Image\Adventure\catalogue\saiwaixifeng.tga	ui\Image\UICommon\LuckyMeeting.UITex	126	ui\Image\UICommon\LuckyMeeting7.UITex	101		ui\Image\Adventure\reward\Open\swxf_Open.tga				2	1		Resource\Adventure\AdventureName\塞外西风.png	Resource\Adventure\OpenName\塞外西风_奇遇开启.png		完成[塞外宝驹]成就			8_16787;8_16788;8_16789;8_16782;
127	1957	1974	觅知音	ui\Image\Adventure\reward\觅知音.tga	ui\Image\UICommon\LuckyMeeting8.UITex	30	ui\Image\Adventure\catalogue\mizhiyin.tga	ui\Image\UICommon\LuckyMeeting.UITex	128	ui\Image\UICommon\LuckyMeeting7.UITex	104		ui\Image\Adventure\reward\Open\mizhiyin_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题觅知音.png	Resource/Adventure/OpenName/奇遇开启觅知音.png					
129	2029	2042	路投石	ui\Image\Adventure\reward\路投石.tga	\ui\Image\UICommon\LuckyMeeting8.UITex	29	ui\Image\Adventure\catalogue\lutoushi.tga	\ui\Image\UICommon\LuckyMeeting.UITex	127	\ui\Image\UICommon\LuckyMeeting7.UITex	103		ui\Image\Adventure\reward\Open\路投石_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题路投石.png	Resource/Adventure/OpenName/奇遇开启路投石.png					
131	1977	1992	义千金	ui\Image\Adventure\reward\鸠雀记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	31	ui\Image\Adventure\catalogue\yiqianjin.tga	ui\Image\UICommon\LuckyMeeting.UITex	129	ui\Image\UICommon\LuckyMeeting7.UITex	105		ui\Image\Adventure\reward\Open\yiqianjin_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题义千金.png	Resource/Adventure/OpenName/奇遇开启义千金.png					
133			英雄客	ui\Image\Adventure\reward\swxf.tga	ui\Image\UICommon\LuckyMeeting8.UITex	28	ui\Image\Adventure\catalogue\saiwaixifeng.tga	ui\Image\UICommon\LuckyMeeting.UITex	126	ui\Image\UICommon\LuckyMeeting7.UITex	102		ui\Image\Adventure\reward\Open\yxk_Open.tga	1			2	1		Resource\Adventure\AdventureName\塞外西风.png	Resource\Adventure\OpenName\塞外西风_奇遇开启.png		这个奇遇不可能被触发。			
134			侠者成歌	ui\Image\Adventure\reward\xzcg.tga	ui\Image\UICommon\LuckyMeeting8.UITex	32	ui\Image\Adventure\catalogue\xiazhechengge.tga	ui\Image\UICommon\LuckyMeeting.UITex	130	ui\Image\UICommon\LuckyMeeting7.UITex	106		ui\Image\Adventure\reward\Open\xzcg_open.tga	0	27088	27096	2	0		Resource\Adventure\AdventureName\目录标题-奇遇开启.png	Resource\Adventure\OpenName\奇遇开启-侠者成歌.png		等级达到满级\n江湖资历达到1.5万			8_38653;
135			浮光织梦	ui\Image\Adventure\reward\浮光织梦-奖励图片.tga	ui\Image\UICommon\LuckyMeeting8.UITex	34	ui\Image\Adventure\catalogue\浮光织梦-首页图片.tga	ui\Image\UICommon\LuckyMeeting.UITex	132	ui\Image\UICommon\LuckyMeeting7.UITex	108		ui\Image\Adventure\reward\Open\浮光织梦_Open.tga		27230	27249	2	1		Resource\Adventure\AdventureName\浮光织梦.png	Resource\Adventure\OpenName\浮光织梦.png		等级达到满级\n江湖资历达到5.5万\n家园装修总分达到500万\n庐园广记梓行点达到16000\n刀宗声望达到钦佩\n完成[抱香归来！五十]成就\n完成[太公钓鱼]成就\n完成[当世杜康]成就\n完成[开酒]成就\n完成[八方来财！一]成就	7	0	5_69906;5_69801;5_69934;
136			昆吾余火	ui\Image\Adventure\reward\kwyh\	ui\Image\UICommon\LuckyMeeting8.UITex	33	ui\Image\Adventure\catalogue\kunwuyuhuo.tga	ui\Image\UICommon\LuckyMeeting.UITex	131	ui\Image\UICommon\LuckyMeeting7.UITex	107	school	ui\Image\Adventure\reward\Open\kwyh\	0	27192	27206	2	1		Resource\Adventure\AdventureName\昆吾余火.png	Resource\Adventure\OpenName\昆吾余火_奇遇开启.png		等级达到满级\n江湖资历达到3万\n完成[天衣华服！一]成就\n拥有200块[劫烬陨铁]\n拥有150块[星络陨铁]			6_38557;6_38558;6_38559;6_38560;6_38561;6_38562;6_38563;6_38564;6_38565;6_38566;6_38567;6_38568;6_38569;6_38570;6_38571;6_38572;6_38573;6_38574;6_38575;6_38576;6_38577;6_38578;6_38579;6_38580;6_38581;6_38582;6_38583;6_38584;6_38585;6_38586;6_38587;6_40554
139	2043	2054	风花雪	ui\Image\Adventure\reward\鸠雀记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	35	ui\Image\Adventure\catalogue\fenghuaxue.tga	ui\Image\UICommon\LuckyMeeting.UITex	133	ui\Image\UICommon\LuckyMeeting7.UITex	109		ui\Image\Adventure\reward\Open\fenghuaxue_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题风花雪.png	Resource/Adventure/OpenName/奇遇开启风花雪.png					
140	2055	2066	语不休	ui\Image\Adventure\reward\语不休.tga	ui\Image\UICommon\LuckyMeeting8.UITex	37	ui\Image\Adventure\catalogue\yubuxiu.tga	ui\Image\UICommon\LuckyMeeting.UITex	135	ui\Image\UICommon\LuckyMeeting7.UITex	111		ui\Image\Adventure\reward\Open\yubuxiu_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题语不休.png	Resource/Adventure/OpenName/奇遇开启语不休.png					
141	2067	2080	故人愿	ui\Image\Adventure\reward\故人愿.tga	\ui\Image\UICommon\LuckyMeeting8.UITex	36	ui\Image\Adventure\catalogue\gurenyuan.tga	\ui\Image\UICommon\LuckyMeeting.UITex	134	\ui\Image\UICommon\LuckyMeeting7.UITex	110		ui\Image\Adventure\reward\Open\故人愿_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题故人愿.png	Resource/Adventure/OpenName/奇遇开启故人愿.png					
142			孤沙影寂	ui\Image\Adventure\reward\gsyj.tga	ui\Image\UICommon\LuckyMeeting8.UITex	39	ui\Image\Adventure\catalogue\gushayingji.tga	ui\Image\UICommon\LuckyMeeting.UITex	137	ui\Image\UICommon\LuckyMeeting7.UITex	113		ui\Image\Adventure\reward\Open\gushayingji_Open.tga		27947	27966	2	1		Resource\Adventure\AdventureName\目录标题孤沙影寂.png	Resource/Adventure/OpenName/奇遇开启孤沙影寂.png		等级达到满级\n江湖资历达到5万\n完成[一千胜！名剑大会]成就\n完成[剑侠录！河西瀚漠]成就			8_37321;8_37320;5_76633;
143			沙海劫缘	ui\Image\Adventure\reward\shahaijieyuan.tga	\ui\Image\UICommon\LuckyMeeting8.UITex	38	ui\Image\Adventure\catalogue\shahaijieyuan.tga	\ui\Image\UICommon\LuckyMeeting.UITex	136	\ui\Image\UICommon\LuckyMeeting7.UITex	112		ui\Image\Adventure\reward\Open\沙海劫缘_Open.tga	0	27930	27943	2			Resource\Adventure\AdventureName\目录标题沙海劫缘.png	Resource\Adventure\OpenName\奇遇开启沙海劫缘.png		等级达到满级\n江湖资历达到4.5万\n完成[剑侠录！河西瀚漠]成就			5_76627;
144			福运满载	ui\Image\Adventure\reward\fymz.tga	ui\Image\UICommon\LuckyMeeting8.UITex	40	ui\Image\Adventure\catalogue\fuyunmanzai.tga	ui\Image\UICommon\LuckyMeeting.UITex	138	ui\Image\UICommon\LuckyMeeting7.UITex	114		ui\Image\Adventure\reward\Open\fymz_open.tga		27975	27979	2			Resource\Adventure\AdventureName\福运满载.png	Resource\Adventure\OpenName\福运满载_奇遇开启.png		河西瀚漠披风会名望达到100级			8_38696;
145	2081	2094	匿沙影	ui\Image\Adventure\reward\鸠雀记.tga	\ui\Image\UICommon\LuckyMeeting8.UITex	41	ui\Image\Adventure\catalogue\nishaying.tga	\ui\Image\UICommon\LuckyMeeting.UITex	139	\ui\Image\UICommon\LuckyMeeting7.UITex	115		ui/Image/Adventure/reward/Open/nishaying_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题匿沙影.png	Resource/Adventure/OpenName/奇遇开启匿沙影.png					
146	2095	2106	燕啼松	ui\Image\Adventure\reward\燕啼松.tga	ui\Image\UICommon\LuckyMeeting8.UITex	43	ui\Image\Adventure\catalogue\yantisong.tga	ui\Image\UICommon\LuckyMeeting.UITex	141	ui\Image\UICommon\LuckyMeeting7.UITex	117		ui\Image\Adventure\reward\Open\yantisong_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题燕啼松.png	Resource/Adventure/OpenName/奇遇开启燕啼松.png					
147	2107	2122	授太平	ui\Image\Adventure\reward\授太平.tga	ui\Image\UICommon\LuckyMeeting8.UITex	42	ui\Image\Adventure\catalogue\shoutaiping.tga	ui\Image\UICommon\LuckyMeeting.UITex	140	ui\Image\UICommon\LuckyMeeting7.UITex	116		ui\Image\Adventure\reward\Open\shoutaiping_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题授太平.png	Resource/Adventure/OpenName/奇遇开启授太平.png					
148			生花笔	ui\Image\Adventure\reward\shb.tga	ui\Image\UICommon\LuckyMeeting8.UITex	44	ui\Image\Adventure\catalogue\shenghuabi.tga	ui/Image/UICommon/LuckyMeeting.UITex	142	ui\Image\UICommon\LuckyMeeting7.UITex	118		ui\Image\Adventure\reward\Open\shb_open.tga		28102	28113	2			Resource\Adventure\AdventureName\目录标题生花笔.png	Resource\Adventure\OpenName\奇遇开启生花笔.png		等级达到满级\n江湖资历达到4.5万\n完成[长歌挚友]成就\n完成[结识！唐小珂]成就	7	0	5_80092;5_80094;5_80093;5_80096;
149	2123	2136	换房记	ui\Image\Adventure\reward\换房记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	46	ui\Image\Adventure\catalogue\huanfangji.tga	ui\Image\UICommon\LuckyMeeting.UITex	144	ui\Image\UICommon\LuckyMeeting7.UITex	120		ui\Image\Adventure\reward\Open\hfj_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题换房记.png	Resource/Adventure/OpenName/奇遇开启换房记.png					
150	2137	2150	妖与狸	ui\Image\Adventure\reward\鸠雀记.tga	\ui\Image\UICommon\LuckyMeeting8.UITex	47	ui/Image/Adventure/catalogue/yaoyuli.tga	\ui\Image\UICommon\LuckyMeeting.UITex	145	\ui\Image\UICommon\LuckyMeeting7.UITex	121		ui/Image/Adventure/reward/Open/yyl_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题妖与狸.png	Resource/Adventure/OpenName/奇遇开启妖与狸.png					
151	2151	2164	追光记	ui\Image\Adventure\reward\追光记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	48	ui\Image\Adventure\catalogue\zhuiguangji.tga	ui\Image\UICommon\LuckyMeeting.UITex	146	ui\Image\UICommon\LuckyMeeting7.UITex	122		ui\Image\Adventure\reward\Open\zhuiguangji_Open.tga	1			1			Resource/Adventure/AdventureName/目录标题追光记.png	Resource/Adventure/OpenName/奇遇开启追光记.png					
152			行者愿	ui\Image\Adventure\reward\xzy.tga	ui\Image\UICommon\LuckyMeeting8.UITex	45	ui\Image\Adventure\catalogue\xingzheyuan.tga	ui\Image\UICommon\LuckyMeeting.UITex	143	ui\Image\UICommon\LuckyMeeting7.UITex	119		ui\Image\Adventure\reward\Open\xzy_open.tga		28680	28698	2			Resource\Adventure\AdventureName\目录标题行者愿.png	Resource\Adventure\OpenName\奇遇开启行者愿.png		无			8_45616;
153			归苍莽	ui\Image\Adventure\reward\gcm\gcmER.tga	ui\Image\UICommon\LuckyMeeting8.UITex	52	ui\Image\Adventure\catalogue\guicangmangER.tga	ui\Image\UICommon\LuckyMeeting.UITex	149	ui\Image\UICommon\LuckyMeeting7.UITex	125		ui\Image\Adventure\reward\Open\gcm\gcmER_open.tga	1	28738	28747	2			Resource\Adventure\AdventureName\归苍莽-恶人.png	Resource\Adventure\OpenName\归苍茫奇遇开启.png		江湖资历达到4.5万\n加入阵营\n完成三个对立阵营领袖的[对决！]成就\n当前阵营声望达到尊敬\n万灵山庄声望达到钦佩\n完成[傲意战魂！第十四阶]成就\n驭兽师等级达到1级\n等级升到满级	5	155	8_45716;8_45718;
154			故地拾光	ui\Image\Adventure\reward\gdsg.tga	\ui\Image\UICommon\LuckyMeeting8.UITex	49	ui\Image\Adventure\catalogue\gudishiguang.tga	\ui\Image\UICommon\LuckyMeeting.UITex	147	\ui\Image\UICommon\LuckyMeeting7.UITex	123		ui\Image\Adventure\reward\Open\gdsg_Open.tga	0	28775	28787	2	1		Resource\Adventure\AdventureName\故地拾光.png	Resource\Adventure\OpenName\奇遇开启故地拾光.png		等级达到满级\n江湖资历达到5.5万\n完成[剑侠录！伊丽川]成就			5_84084;8_36044;
155			归苍莽	ui\Image\Adventure\reward\gcm\gcmHQ.tga	ui\Image\UICommon\LuckyMeeting8.UITex	51	ui\Image\Adventure\catalogue\guicangmangHQ.tga	ui\Image\UICommon\LuckyMeeting.UITex	149	ui\Image\UICommon\LuckyMeeting7.UITex	125		ui\Image\Adventure\reward\Open\gcm\gcmHQ_open.tga	1	28788	28797	2			Resource\Adventure\AdventureName\归苍莽-浩气.png	Resource\Adventure\OpenName\归苍茫奇遇开启.png		江湖资历达到4.5万\n加入阵营\n完成三个对立阵营领袖的[对决！]成就\n当前阵营声望达到尊敬\n万灵山庄声望达到钦佩\n完成[傲意战魂！第十四阶]成就\n驭兽师等级达到1级\n等级升到满级	3	153	8_45717;8_45719;
156			金风倾楼	ui\Image\Adventure\reward\jfql.tga	ui\Image\UICommon\LuckyMeeting8.UITex	50	ui\Image\Adventure\catalogue\jinfengqinglou.tga	ui\Image\UICommon\LuckyMeeting.UITex	148	ui\Image\UICommon\LuckyMeeting7.UITex	124		ui\Image\Adventure\reward\Open\jinfengqinglou_open.tga		28802	28813	2			Resource\Adventure\AdventureName\金风倾楼.png	Resource\Adventure\OpenName\金风倾楼奇遇开启.png		等级达到满级\n江湖资历达到4.5万\n完成任务[叹离人]			5_81439;
157			岁岁春光	ui\Image\Adventure\reward\sscg.tga	ui\Image\UICommon\LuckyMeeting8.UITex	53	ui\Image\Adventure\catalogue\suisuichunguang.tga	ui\Image\UICommon\LuckyMeeting.UITex	150	ui\Image\UICommon\LuckyMeeting7.UITex	126		ui\Image\Adventure\reward\Open\sscg_open.tga		28912	28917	2			Resource\Adventure\AdventureName\岁岁春光.png	Resource\Adventure\OpenName\岁岁春光奇遇开启.png		等待探索			8_38724;
159	2167	2182	龟影锋	ui\Image\Adventure\reward\龟影锋.tga	ui\Image\UICommon\LuckyMeeting8.UITex	54	ui\Image\Adventure\catalogue\guiyingfeng.tga	ui\Image\UICommon\LuckyMeeting.UITex	151	ui\Image\UICommon\LuckyMeeting7.UITex	127		ui\Image\Adventure\reward\Open\gyf_Open.tga	1			1			Resource/Adventure/AdventureName/龟影锋.png	Resource/Adventure/OpenName/龟影锋奇遇开启.png					
160	2201	2218	碗中仙	ui\Image\Adventure\reward\换房记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	55	ui\Image\Adventure\catalogue\wanzhongxian.tga	ui\Image\UICommon\LuckyMeeting.UITex	152	ui\Image\UICommon\LuckyMeeting7.UITex	128		ui\Image\Adventure\reward\Open\wzx_Open.tga	1			1			Resource/Adventure/AdventureName/碗中仙.png	Resource/Adventure/OpenName/碗中仙奇遇开启.png					
161	2183	2200	雁难归	ui\Image\Adventure\reward\换房记.tga	ui\Image\UICommon\LuckyMeeting8.UITex	56	ui\Image\Adventure\catalogue\yannangui.tga	ui\Image\UICommon\LuckyMeeting.UITex	153	ui\Image\UICommon\LuckyMeeting7.UITex	129		ui\Image\Adventure\reward\Open\yng_open.tga	1			1			Resource/Adventure/AdventureName/雁难归.png	Resource/Adventure/OpenName/雁难归奇遇开启.png					
162			徊影悟心	ui\Image\Adventure\reward\hywx.tga	ui\Image\UICommon\LuckyMeeting8.UITex	59	ui\Image\Adventure\catalogue\huaiyingwuxin.tga	ui\Image\UICommon\LuckyMeeting.UITex	156	ui\Image\UICommon\LuckyMeeting7.UITex	132		ui\Image\Adventure\reward\Open\huaiyingwuxin_open.tga		31166	31179	2			Resource\Adventure\AdventureName\徊影悟心.png	Resource\Adventure\OpenName\徊影悟心奇遇开启.png		等待探索			5_87739;
163			寒刃铸心	ui\Image\Adventure\reward\hrzx\	\ui\Image\UICommon\LuckyMeeting8.UITex	57	ui\Image\Adventure\catalogue\hanrenzhuxin.tga	\ui\Image\UICommon\LuckyMeeting.UITex	154	\ui\Image\UICommon\LuckyMeeting7.UITex	130	school	ui\Image\Adventure\reward\Open\hrzx\	0	29175	31182	2	1		Resource\Adventure\AdventureName\寒刃铸心.png	Resource\Adventure\OpenName\寒刃铸心奇遇开启.png		等待探索			6_45669;6_45670;6_45671;6_45672;6_45673;6_45674;6_45675;6_45676;6_45677;6_45678;6_45679;6_45680;6_45681;6_45682;6_45683;6_45684;6_45685;6_45686;6_45687;6_45688;6_45689;6_45690;6_45691;6_45692;6_45693;6_45694;6_45695;6_45696;6_45697;6_45698;6_45699;6_45700;6_45701;
164			渡药行	ui\Image\Adventure\reward\dyx.tga	ui\Image\UICommon\LuckyMeeting8.UITex	58	ui\Image\Adventure\catalogue\duyaoxing.tga	ui\Image\UICommon\LuckyMeeting.UITex	155	ui\Image\UICommon\LuckyMeeting7.UITex	131		ui\Image\Adventure\reward\Open\duyaoxing_open.tga		31243	31258	2			Resource\Adventure\AdventureName\渡药行.png	Resource\Adventure\OpenName\渡药行奇遇开启.png		等待探索			5_87714;5_87715;5_87716;5_87717;
