ID	Name	_CATEGORY	UiID	Genre	SubType	DetailType	Quality	Price	BindType	MaxExistTime	MaxExistAmount	MaxDurability	CanStack	CanConsume	CanTrade	CanDestroy	ScriptName	SkillID	SkillLevel	_LEVEL	CoolDownID	RequireLevel	RequireProfessionID	RequireProfessionBranch	RequireProfessionLevel	RequireGender	CanUseOnHorse	CanUseInFight	CanGoodCampUse	CanEvilCampUse	CanNeutralCampUse	AucGenre	AucSubType	RequireForce	RequireCamp	TargetType	Prefix	Postfix	EnchantID	BoxID	ExistType	MapBanUseItemMask	IgnoreBindMask	BelongForceMask	CanShared	MapBanTradeItemMask	MapCanExistItemMask	BelongSchoolMask
44190	流光绮梦	Act_运营及版本道具	158339				5				1000	1000		1	0		scripts\Map\世界通用\item\商城烟花通用脚本.lua				144											22	12															
44191	素心竹月	Act_运营及版本道具	157378	3	0	0	5	0			1000	1000	1	1	0	1	scripts\Map\世界通用\item\商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44192	莲心并蒂	Act_运营及版本道具	157096	3	0	0	5	0			1000	1000	1	1	0	1	scripts/Map/世界通用/item/商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44193	冰荷逢春	节日春节	156413	3	0	0	5	10	1	0	1000	1000	1	1	0	1	scripts\Map\世界通用\item\商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44194	荷渡鸾桥	世界通用	154313	3	0	0	5	0			1000	1000	1	1	0	1	scripts\Map\世界通用\item\商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44195	花语相思	Act_运营及版本道具	162307	3	0	0	5	0			1000	1000	1	1	0	1	scripts\Map\世界通用\item\商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44196	在吗	Act_运营及版本道具	162308	3	0	0	5	0			1000	1000	1	1	0	1	scripts\Map\世界通用\item\商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44197	蝶梦剪窗	世界通用	161887	3	0	0	5	0			1000	1000	1	1	0	1	scripts\Map\世界通用\item\商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44198	金缕诉情	Act_运营及版本道具	161367	3	0	0	5	0			1000	1000	1	1	0	1	scripts\Map\世界通用\item\商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44199	情人心	节日春节	154320	3	0	0	5	10	1	0	1000	1000	1	1	0	1	scripts\Map\世界通用\item\情人节烟花.lua	0	0	0	147		0	0	0	0	0	0	1	1	1	20	2	0	7	0												
44200	鸿福齐天	节日春节	154319	3	0	0	5	10	1	0	1000	1000	1	1	0	1	scripts/Map/世界通用/item/春节烟花.lua	0	0	0	147		0	0	0	0	0	0	1	1	1	20	2	0	7	0												
44201	万家灯火	世界通用	153642				5				1000	1000		1	0		scripts\Map\世界通用\item\商城烟花通用脚本.lua				144											22	12															
44202	素月流天	世界通用	153641				5				1000	1000		1	0		scripts\Map\世界通用\item\商城烟花通用脚本.lua				144											22	12															
44203	千衷不渝	世界通用	151743	3	0	0	5	0			1000	1000	1	1	0	1	scripts\Map\世界通用\item\商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44204	无间长情	世界通用	151303	3	0	0	5	0			1000	1000	1	1	0	1	scripts/Map/世界通用/item/商城烟花通用脚本.lua	0	0	0	144		0	0	0	0	0	0	1	1	1	22	12	0	7	0												
44205	心不释手	世界通用	152844				5				1000	1000		1	0		scripts\Map\世界通用\item\商城烟花通用脚本.lua				144											22	12															
44206	侠骨剑心	世界通用	160749				5				1000	1000		1	0		scripts\Map\世界通用\item\商城烟花通用脚本.lua				144									0		22	12		3													
44207	任行逍遥	世界通用	160750				5				1000	1000		1	0		scripts\Map\世界通用\item\商城烟花通用脚本.lua				144								0			22	12		5													
44208	阵营督查令·浩	帮会	259247				4			604800	10000	10000		1	0	0	scripts/Map/帮会领地/item/督查令.lua										1	1		0	0				2						3							
44209	芳泽花匣	ACT_花朝节	259248	21		0	4		3		1		0		0	1	scripts/Map/世界通用/item/玩具通用.lua	0	0	0	1950		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0								
44210	金发·昼锦	Act_运营及版本道具	259249	18	3	1301	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44211	寂霜华·左	Act_运营及版本道具	259250	18	1	25909	4		2				0		0		scripts/Map/Act_运营活动通用/item/肩挂_左_道具.lua				144											22	6										0					
44212	寂霜华·右	Act_运营及版本道具	259251	18	1	25910	4		2				0		0		scripts/Map/Act_运营活动通用/item/肩挂_右_道具.lua				144											22	7										0					
44213	风盈月·左	Act_运营及版本道具	259252	18	1	25911	4		2				0		0		scripts/Map/Act_运营活动通用/item/肩挂_左_道具.lua				144											22	6										0					
44214	风盈月·右	Act_运营及版本道具	259253	18	1	25912	4		2				0		0		scripts/Map/Act_运营活动通用/item/肩挂_右_道具.lua				144											22	7										0					
44215	雁荡翎·左	Act_运营及版本道具	259254	18	1	25913	4		2				0		0		scripts/Map/Act_运营活动通用/item/肩挂_左_道具.lua				144											22	6										0					
44216	雁荡翎·右	Act_运营及版本道具	259255	18	1	25914	4		2				0		0		scripts/Map/Act_运营活动通用/item/肩挂_右_道具.lua				144											22	7										0					
44217	震鳞潜·沉月·左	Act_运营及版本道具	259256	18	1	25915	4		2				0		0		scripts\Map\Act_运营活动通用\item\手饰_左_道具.lua				144											22	12										0					
44218	震鳞潜·沉月·右	Act_运营及版本道具	259257	18	1	25916	4		2				0		0		scripts\Map\Act_运营活动通用\item\手饰_右_道具.lua				144											22	12										0					
44219	震鳞潜·荒夜·左	Act_运营及版本道具	259258	18	1	25917	4		2				0		0		scripts\Map\Act_运营活动通用\item\手饰_左_道具.lua				144											22	12										0					
44220	震鳞潜·荒夜·右	Act_运营及版本道具	259259	18	1	25918	4		2				0		0		scripts\Map\Act_运营活动通用\item\手饰_右_道具.lua				144											22	12										0					
44221	震鳞潜·金乌·左	Act_运营及版本道具	259260	18	1	25919	4		2				0		0		scripts\Map\Act_运营活动通用\item\手饰_左_道具.lua				144											22	12										0					
44222	震鳞潜·金乌·右	Act_运营及版本道具	259261	18	1	25920	4		2				0		0		scripts\Map\Act_运营活动通用\item\手饰_右_道具.lua				144											22	12										0					
44223	沐天·粉扇	玩具	259263	21			4		3		1				0	0	scripts/Map/世界通用/item/玩具通用.lua				1950																											
44224	郭子仪的匕首	ACT_场景预热	259264	2			3		3		1			1	0																																	
44225	阵营督查令·恶	帮会	259265				4			604800	10000	10000		1	0	0	scripts/Map/帮会领地/item/督查令.lua										1	1	0		0				4						3							
44226	生死契	世界通用	259266	3	0	0	4	1000	3	0	20	20	1	1	0	1		0	0	0	144		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0							
44227	风归云落·流珊	Act_运营及版本道具	259267	18	2	9051	4		3				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44228	幻念特性·盲龟浮木	修罗挑战达摩洞	259268	1			4		3	604800	10	10		1	0		scripts/Map/修罗挑战/202101挑战达摩洞/Item/幻念特性/幻念特性_盲龟浮木.lua											1													3							
44230	2022第四期充值回馈1档	Act_运营及版本道具	259270				4			1654556401	1		0		0		scripts/Map/充值奖励/item/充值促销礼盒道具通用脚本.lua															4	4								4							
44231	2022第四期充值回馈2档	Act_运营及版本道具	259271				4			1654556401	1		0		0		scripts/Map/充值奖励/item/充值促销礼盒道具通用脚本.lua															4	4								4							
44232	2022第四期充值回馈3档	Act_运营及版本道具	259272				4			1654556401	1		0		0		scripts/Map/充值奖励/item/充值促销礼盒道具通用脚本.lua															4	4								4							
44233	2022第四期充值回馈4档	Act_运营及版本道具	259273				4			1654556401	1		0		0		scripts/Map/充值奖励/item/充值促销礼盒道具通用脚本.lua															4	4								4							
44234	2022第四期充值回馈5档	Act_运营及版本道具	259274				4			1654556401	1		0		0		scripts/Map/充值奖励/item/充值促销礼盒道具通用脚本.lua															4	4								4							
44235	忘川旧梦礼盒	Act_运营及版本道具	259275	18	4	360	4							1			scripts/Map/Act_运营活动通用/item/商城多选一礼盒.lua															22	11															
44236	忘川旧梦·潜怀礼盒	Act_运营及版本道具	259276	18	4	361	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44237	忘川旧梦·潜怀·衣	Act_运营及版本道具	259277	18	2	9053	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44238	忘川旧梦·潜怀·白发	Act_运营及版本道具	259278	18	3	1306	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44239	忘川旧梦·潜怀·黑发	Act_运营及版本道具	259279	18	3	1302	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44240	忘川旧梦·潜怀·帽	Act_运营及版本道具	259280	18	1	37175	4		2				0	1	0		scripts/Map/Act_运营活动通用/item/头饰道具.lua															22	14															
44241	朝暮·潜怀	Act_运营及版本道具	259281	18	1	25924	4		2				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44242	忘川旧梦·前尘礼盒	Act_运营及版本道具	259282	18	4	362	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44243	忘川旧梦·前尘·衣	Act_运营及版本道具	259283	18	2	9054	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44244	忘川旧梦·前尘·白发	Act_运营及版本道具	259284	18	3	1307	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44245	忘川旧梦·前尘·黑发	Act_运营及版本道具	259285	18	3	1303	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44246	忘川旧梦·前尘·帽	Act_运营及版本道具	259286	18	1	37176	4		2				0	1	0		scripts/Map/Act_运营活动通用/item/头饰道具.lua															22	14															
44247	朝暮·前尘	Act_运营及版本道具	259287	18	1	25925	4		2				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44248	忘川旧梦·三生礼盒	Act_运营及版本道具	259288	18	4	363	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44249	忘川旧梦·三生·衣	Act_运营及版本道具	259289	18	2	9055	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44250	忘川旧梦·三生·白发	Act_运营及版本道具	259290	18	3	1308	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44251	忘川旧梦·三生·黑发	Act_运营及版本道具	259291	18	3	1304	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44252	忘川旧梦·三生·帽	Act_运营及版本道具	259292	18	1	37177	4		2				0	1	0		scripts/Map/Act_运营活动通用/item/头饰道具.lua															22	14															
44253	朝暮·三生	Act_运营及版本道具	259293	18	1	25926	4		2				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44254	忘川旧梦·牵念礼盒	Act_运营及版本道具	259294	18	4	364	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44255	忘川旧梦·牵念·衣	Act_运营及版本道具	259295	18	2	9056	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44256	忘川旧梦·牵念·白发	Act_运营及版本道具	259296	18	3	1309	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44257	忘川旧梦·牵念·黑发	Act_运营及版本道具	259297	18	3	1305	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44258	忘川旧梦·牵念·帽	Act_运营及版本道具	259298	18	1	37178	4		2				0	1	0		scripts/Map/Act_运营活动通用/item/头饰道具.lua															22	14															
44259	朝暮·牵念	Act_运营及版本道具	259299	18	1	25927	4		2				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44260	忘川旧梦礼盒	Act_运营及版本道具	259300	18	4	365	4		3					1			scripts/Map/Act_运营活动通用/item/商城多选一礼盒.lua															22	11															
44261	忘川旧梦·潜怀礼盒	Act_运营及版本道具	259301	18	4	366	4		3				0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44262	忘川旧梦·潜怀·衣	Act_运营及版本道具	259302	18	2	9053	4		3				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44263	忘川旧梦·潜怀·白发	Act_运营及版本道具	259303	18	3	1306	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44264	忘川旧梦·潜怀·帽	Act_运营及版本道具	259304	18	1	37175	4		3				0	1	0		scripts/Map/Act_运营活动通用/item/头饰道具.lua															22	14															
44265	朝暮·潜怀	Act_运营及版本道具	259305	18	1	25924	4		3				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44266	忘川旧梦·前尘礼盒	Act_运营及版本道具	259306	18	4	367	4		3				0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44267	忘川旧梦·前尘·衣	Act_运营及版本道具	259307	18	2	9054	4		3				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44268	忘川旧梦·前尘·白发	Act_运营及版本道具	259308	18	3	1307	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44269	忘川旧梦·前尘·帽	Act_运营及版本道具	259309	18	1	37176	4		3				0	1	0		scripts/Map/Act_运营活动通用/item/头饰道具.lua															22	14															
44270	朝暮·前尘	Act_运营及版本道具	259310	18	1	25925	4		3				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44271	忘川旧梦·三生礼盒	Act_运营及版本道具	259311	18	4	368	4		3				0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44272	忘川旧梦·三生·衣	Act_运营及版本道具	259312	18	2	9055	4		3				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44273	忘川旧梦·三生·白发	Act_运营及版本道具	259313	18	3	1308	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44274	忘川旧梦·三生·帽	Act_运营及版本道具	259314	18	1	37177	4		3				0	1	0		scripts/Map/Act_运营活动通用/item/头饰道具.lua															22	14															
44275	朝暮·三生	Act_运营及版本道具	259315	18	1	25926	4		3				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44276	忘川旧梦·牵念礼盒	Act_运营及版本道具	259316	18	4	369	4		3				0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44277	忘川旧梦·牵念·衣	Act_运营及版本道具	259317	18	2	9056	4		3				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44278	忘川旧梦·牵念·白发	Act_运营及版本道具	259318	18	3	1309	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44279	忘川旧梦·牵念·帽	Act_运营及版本道具	259319	18	1	37178	4		3				0	1	0		scripts/Map/Act_运营活动通用/item/头饰道具.lua															22	14															
44280	朝暮·牵念	Act_运营及版本道具	259320	18	1	25927	4		3				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44281	自在多罗·天龙	Act_运营及版本道具	259321	18	2	9061	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44282	自在多罗·摩诃	Act_运营及版本道具	259322	18	2	9062	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44283	潇湘云水·青萝	Act_运营及版本道具	259323	18	2	9063	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44284	潇湘云水·丁香	Act_运营及版本道具	259324	18	2	9064	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44285	浅花	Act_运营及版本道具	259325	18	1	25928	4		2					1	0		scripts/Map/Act_运营活动通用/item/佩囊挂件.lua															22	12															
44286	浅花	Act_运营及版本道具	259326	18	1	25928	4		3					1	0		scripts/Map/Act_运营活动通用/item/佩囊挂件.lua															22	12															
44287	单花调	Act_运营及版本道具	259327	18	1	25933	4		2				0		0		scripts/Map/Act_运营活动通用/item/眼饰挂件.lua				144											22	3										0					
44288	一木春	Act_运营及版本道具	259328	18	1	25934	4		2				0		0		scripts/Map/Act_运营活动通用/item/眼饰挂件.lua				144											22	3										0					
44289	单花调	Act_运营及版本道具	259329	18	1	25933	4		3				0		0		scripts/Map/Act_运营活动通用/item/眼饰挂件.lua				144											22	3										0					
44290	一木春	Act_运营及版本道具	259330	18	1	25934	4		3				0		0		scripts/Map/Act_运营活动通用/item/眼饰挂件.lua				144											22	3										0					
44291	粥	ACT_场景预热	259331	2			1		3		3	3		1	0		scripts/Map/ACT_场景预热/item/粥.lua																															
44292	云锦华瓣	BP锦绣霓裳	259332				4		3	1649026800		500		1																											4							
44293	外装【见青山】惠购券	BP锦绣霓裳	259333				4		3	1769382000				1			scripts/Map/Act_运营活动通用/item/折扣券和购买资格.lua																								4							
44294	表情动作【摇摆】惠购券	BP锦绣霓裳	259334				4		3	1769382000				1			scripts/Map/Act_运营活动通用/item/折扣券和购买资格.lua																								4							
44295	学习书·摇摆	成就系统兑换趣味道具	259335	19		313	1		3		1		0	1			scripts\skill\技能道具\BP表情兑换道具.lua			30	147																											
44296	见青山	Act_运营及版本道具	259336	18	2	9065	4		3				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44297	竞技大师·名剑币	数值代币道具	259337	3	0	0	4	0	3	1649890800	4	4	1	1	0	1	scripts\Map\世界通用\item\数值代币-增加不占周上限名剑币.lua	0	0	0	144		0	0	0	0	1	0	1	1	1	20	2	0	7	0			0	0	4							
44298	群英争衡·凌虹	ACT_赛事道具	259338				4		3				0	1			scripts/Map/Act_运营活动通用/item/全给礼盒终极版.lua																															
44299	武林无双·凌虹	ACT_赛事道具	259339				4		3				0	1			scripts/Map/Act_运营活动通用/item/全给礼盒终极版.lua																															
44300	凌虹金戈盒	ACT_赛事道具	259340				4							1			scripts/Map/Act_运营活动通用/item/大师赛2022_特效武器礼盒.lua															1	100															
44301	凌虹像韵谱	ACT_赛事道具	259341				4							1			scripts/Map/Act_运营活动通用/item/大师赛2022_小头像礼盒.lua															22	12															
44302	铁口直断券	ACT_赛事道具	259342				4		3	1650495599		100		1			scripts/Map/Act_运营活动通用/item/大师赛2022_投注券.lua				35																				4							
44303	意倾凌霄	ACT_赛事道具	259343				3		3	1651445999		100		1			scripts/Map/Act_运营活动通用/item/大师赛2018_投票鲜花.lua				35																				4							
44304	考签	刀宗	259346	2			1		3		1			1	0																																	
44305	张怀璧给的考签	刀宗	259347	2			1		3		1			1	0		scripts/Map/刀宗/item/考签.lua																															
44306	罪己书	海外版道具	259348	3	0	0	4	0	3	0	20	20	1	1	0	1	scripts/Map/大唐监狱/item/消除杀气道具.lua	0	0	0			0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
44307	赎罪纪	海外版道具	259349	3	0	0	4	0	3	0	20	20	1	1	0	1	scripts/Map/大唐监狱/item/消除杀气道具.lua	0	0	0			0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0	35	0					
44308	赛事竞猜GM道具	ACT_赛事道具	259350				5		3		1				0		scripts/Map/Act_运营活动通用/item/赛事竞猜GM道具.lua				16						1	1																				
44309	止血粉	刀宗	259351	2			1		3		1			1	0		scripts/Map/刀宗/item/小刀.lua																															
44310	昭武符·日	数值代币道具	259352	3	0	0		10000	3	1209600	2000	2000	1	1		1		0	0	0	144		0	0	0	0	1	0	1	1		20	2	0		0			0	0	3							
44311	昭武佩·星	数值代币道具	259353	3	0	0		25000	3	0	2000	2000	1	1		1		0	0	0	144		0	0	0	0	1	0	1	1		20	2	0		0			0	0	0							
44312	破损的刀	刀宗	259354	2			1		3		1			1																																		
44313	罗蔓藤之根	百战异闻录	259355				4					99		1			scripts/Map/百战异闻录/item/罗蔓藤之根.lua	30872	1									1																				
44314	透甲枪	百战异闻录	259356				4		3			99		1			scripts/Map/百战异闻录/item/透甲枪.lua											1																				
44315	连射弩炮	百战异闻录	259357				5		3				0	1			scripts/Map/百战异闻录/item/百战连弩.lua											1																				
44316	玄龙丹	百战异闻录	259358				4		3			99		1			scripts/Map/百战异闻录/item/玄龙丹.lua											1																				
44317	涌泉丹	百战异闻录	259359				4		3			99		1			scripts/Map/百战异闻录/item/涌泉丹.lua											1																				
44318	落井下石刀	百战异闻录	259360				4		3			99		1	0		scripts/Map/百战异闻录/item/落井下石刀.lua	30954	1									1																				
44319	秽血咒符	百战异闻录	259361				4		3			99		1	0		scripts/Map/百战异闻录/item/秽血咒符.lua	30834	1									1																				
44320	游身丸	百战异闻录	259362				4		3			99		1			scripts/Map/百战异闻录/item/游身丸.lua	30873	1									1																				
44321	洛阳帛	ACT_场景预热	259363	2			3		3	1651273200	5000	5000		1	0																										4							
44322	时涯	称号道具	259364	5			4		3		1		0	1	0					110							1										589											
44323	马到程功宝箱	运营活动道具	259365				4		3	1654470000				1			scripts/Map/Act_运营活动通用/item/马到程功宝箱.lua				35	10					1														4							
44324	助战	ACT_助战npc	259366				5		3					1			scripts/Map/ACT_助战npc/item/助战npcgm道具.lua																															
44325	套马索	河阳任务	259367	2			1		3		1				0			30463	1		841							1																				
44326	沐天·拒霜	玩具	259368	21			4		3		1				0	0	scripts/Map/世界通用/item/玩具通用.lua				1950																											
44327	伪传·八逆忘弦	愚人节	259369	3	0	0	2	1	3	1775602799	1		0	1	1	1	scripts/Map/ACT_愚人节/item/伪传·八逆忘弦.lua	0	0	0	1518		0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4	47						
44328	昭武佩·日	数值代币道具	259370	3	0	0		25000	3	0	2000	2000	1	1		1		0	0	0	144		0	0	0	0	1	0	1	1		20	2	0		0			0	0	0							
44329	昭武佩·辰	数值代币道具	259371	3	0	0		5000	3	0	2000	2000	1	1		1		0	0	0	144		0	0	0	0	1	0	1	1		20	2	0		0			0	0	0							
44330	昭武佩·月	数值代币道具	259372	3	0	0		2500	3	0	2000	2000	1	1		1		0	0	0	144		0	0	0	0	1	0	1	1		20	2	0		0			0	0	0							
44331	隐元秘宝·昭武符	数值代币道具	259375	3	0	0		2000	3	1209600	200	200	1	1		1		0	0	0	144		0	0	0	0	1	0	1	1		20	2	0		0			0	0	3							
44332	昭武符·月	数值代币道具	259376	3	0	0		1000	3	604800	200	200	1	1		1		0	0	0	144		0	0	0	0	1	0	1	1		20	2	0		0			0	0	3							
44333	水桶和马刷	河阳任务	259377	2			1		3		1			1	0																																	
44334	青骓马草	河阳任务	259378	2			1		3		1			1	0																																	
44335	广陵叙梦礼盒	Act_运营及版本道具	259379	18	4	370	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44336	广陵叙梦·衣	Act_运营及版本道具	259380	18	2	9066	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44337	广陵叙梦·白发	Act_运营及版本道具	259381	18	3	1311	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44338	广陵叙梦·黑发	Act_运营及版本道具	259382	18	3	1310	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44339	叙梦	Act_运营及版本道具	259383	18	1	25937	4		2				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44340	广陵叙梦礼盒	Act_运营及版本道具	259384	18	4	371	4		3				0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44341	广陵叙梦·衣	Act_运营及版本道具	259385	18	2	9066	4		3				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44342	广陵叙梦·白发	Act_运营及版本道具	259386	18	3	1311	4		3				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44343	叙梦	Act_运营及版本道具	259387	18	1	25937	4		3				0		0		scripts/Map/Act_运营活动通用/item/背挂道具.lua				144											22	4										0					
44344	人间情重·红豆·标准	Act_运营及版本道具	259388	18	4	372	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44345	人间情重·红豆·衣	Act_运营及版本道具	259389	18	2	9067	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44346	人间情重·红豆·黑发	Act_运营及版本道具	259390	18	3	1312	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44347	人间情重·恺悌·标准	Act_运营及版本道具	259391	18	4	373	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44348	人间情重·恺悌·衣	Act_运营及版本道具	259392	18	2	9068	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44349	人间情重·恺悌·黑发	Act_运营及版本道具	259393	18	3	1313	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44350	人间情重·长思·标准	Act_运营及版本道具	259394	18	4	374	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44351	人间情重·长思·衣	Act_运营及版本道具	259395	18	2	9069	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44352	人间情重·长思·黑发	Act_运营及版本道具	259396	18	3	1314	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44353	人间情重·纯瑛·标准	Act_运营及版本道具	259397	18	4	375	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44354	人间情重·纯瑛·衣	Act_运营及版本道具	259398	18	2	9070	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44355	人间情重·纯瑛·黑发	Act_运营及版本道具	259399	18	3	1315	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44356	人间情重·秋芳·标准	Act_运营及版本道具	259400	18	4	376	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44357	人间情重·秋芳·衣	Act_运营及版本道具	259401	18	2	9071	4		2				0	1	0		scripts\Exterior\UseExteriorItem.lua															22	1															
44358	人间情重·秋芳·黑发	Act_运营及版本道具	259402	18	3	1316	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44359	人间情重·红豆·豪华	Act_运营及版本道具	259403	18	4	377	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44360	人间情重·红豆·金发	Act_运营及版本道具	259404	18	3	1322	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44361	人间情重·恺悌·豪华	Act_运营及版本道具	259405	18	4	378	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44362	人间情重·恺悌·金发	Act_运营及版本道具	259406	18	3	1323	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44363	人间情重·长思·豪华	Act_运营及版本道具	259407	18	4	379	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44364	人间情重·长思·金发	Act_运营及版本道具	259408	18	3	1324	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44365	人间情重·纯瑛·豪华	Act_运营及版本道具	259409	18	4	380	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44366	人间情重·纯瑛·金发	Act_运营及版本道具	259410	18	3	1325	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
44367	人间情重·秋芳·豪华	Act_运营及版本道具	259411	18	4	381	4						0		0		scripts/Map/Act_运营活动通用/item/六周年披风礼包.lua				144											22	11															
44368	人间情重·秋芳·金发	Act_运营及版本道具	259412	18	3	1326	4		2				0	1	0		scripts\Exterior\UseHairItem.lua															22																
