ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask	BelongSchoolMask
29228	天盛囊	178397							1	6	1681	227	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											947	91	2704	1555	2312	0	0	0	0	0	0	0							通用	力道	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	4	6	0		0	0	8397448		0	1			0				1	202110赛季副本声望散件		1		543234
29229	天日囊	178398							1	6	1681	227	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											947	475	2704	1555	2312	0	0	0	0	0	0	0							通用	身法	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	5	6	0		0	0	52445456		0	1			0				1	202110赛季副本声望散件		1		1151172
29230	天则囊	178399							1	6	1681	227	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											947	290	884	1782	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望								2	1	7												17	1624	0	0	0	0	735	9	6	0		0	0	4198500		0	1			0				1	202110赛季副本声望散件		1		270640
29231	天慧囊	178400							1	6	1681	227	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											3411	653	5731	18201	12066	2280	0	0	0	0	0	0							通用	防御	闪避御劲	声望								2	1	7												17	2162	0	0	0	0	735	8	6	0		0	0	2098186		0	1			0				1	202110赛季副本声望散件		1		5130
29232	天战囊	178443							1	6	1682	230	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											947	200	454	1998	2312	0	0	0	0	0	0	0							通用	根骨	会心无双	声望								2	1	7												17	27341	0	0	0	0	735	6	6	0		0	0	4198512		0	1			0				1	202110赛季副本声望散件		1		4464932
29233	天颜囊	178444							1	6	1682	230	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											947	222	454	1998	2312	0	0	0	0	0	0	0							通用	元气	会心无双	声望								2	1	7												17	22876	0	0	0	0	735	7	6	0		0	0	35974		0	1			0				1	202110赛季副本声望散件		1		2229784
29234	天盛囊	178445							1	6	1682	230	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											947	261	2704	1555	2312	0	0	0	0	0	0	0							通用	力道	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	4	6	0		0	0	8397448		0	1			0				1	202110赛季副本声望散件		1		543234
29235	天日囊	178446							1	6	1682	230	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											947	442	2704	1555	2312	0	0	0	0	0	0	0							通用	身法	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	5	6	0		0	0	52445456		0	1			0				1	202110赛季副本声望散件		1		1151172
29236	天则囊	178447							1	6	1682	230	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											947	290	886	1917	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望								2	1	7												17	1624	0	0	0	0	735	9	6	0		0	0	4198500		0	1			0				1	202110赛季副本声望散件		1		270640
29237	天慧囊	178448							1	6	1682	230	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											4465	653	5731	18201	12066	2319	0	0	0	0	0	0							通用	防御	闪避御劲	声望								2	1	7												17	2162	0	0	0	0	735	8	6	0		0	0	2098186		0	1			0				1	202110赛季副本声望散件		1		5130
29238	天战囊	178491							1	6	1683	234	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											1130	200	762	2343	2366	0	0	0	0	0	0	0							通用	根骨	会心无双	声望								2	1	7												17	27341	0	0	0	0	735	6	6	0		0	0	4198512		0	1			0				1	202110赛季副本声望散件		1		4464932
29239	天颜囊	178492							1	6	1683	234	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											1130	222	762	2343	2366	0	0	0	0	0	0	0							通用	元气	会心无双	声望								2	1	7												17	22876	0	0	0	0	735	7	6	0		0	0	35974		0	1			0				1	202110赛季副本声望散件		1		2229784
29240	天盛囊	178493							1	6	1683	234	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											1130	261	3583	813	2366	0	0	0	0	0	0	0							通用	力道	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	4	6	0		0	0	8397448		0	1			0				1	202110赛季副本声望散件		1		543234
29241	天日囊	178494							1	6	1683	234	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											1130	442	3583	813	2366	0	0	0	0	0	0	0							通用	身法	会心无双	声望								2	1	7												17	5577	0	0	0	0	735	5	6	0		0	0	52445456		0	1			0				1	202110赛季副本声望散件		1		1151172
29242	天则囊	178495							1	6	1683	234	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											1130	245	889	1917	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望								2	1	7												17	1624	0	0	0	0	735	9	6	0		0	0	4198500		0	1			0				1	202110赛季副本声望散件		1		270640
29243	天慧囊	178496							1	6	1683	234	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											4090	2382	5749	21345	2470	2319	0	0	0	0	0	0							通用	防御	闪避御劲	声望								2	1	7												17	2162	0	0	0	0	735	8	6	0		0	0	2098186		0	1			0				1	202110赛季副本声望散件		1		5130
29244	溪源囊	178551							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	200	762	19230	2366	0	0	0	0	0	0	0							通用	根骨	命中无双	副本								2	1	7												17	24043	0	0	0	0	735	6	6	1		4	0	4198512		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		4464932
29245	沅芷囊	178552							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	222	762	19230	2366	0	0	0	0	0	0	0							通用	元气	命中无双	副本								2	1	7												17	24043	0	0	0	0	735	7	6	1		4	0	35974		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		2229784
29246	澧兰囊	178553							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	261	3583	7603	2366	0	0	0	0	0	0	0							通用	力道	命中无双	副本								2	1	7												17	24043	0	0	0	0	735	4	6	1		4	0	8397448		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		543234
29247	潭渊囊	178554							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	442	3583	7603	2366	0	0	0	0	0	0	0							通用	身法	命中无双	副本								2	1	7												17	24043	0	0	0	0	735	5	6	1		4	0	52445456		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		1151172
29248	清灵囊	178555							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	245	889	1917	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	副本								2	1	7												17	1624	0	0	0	0	735	9	6	1		4	0	4198500		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		270640
29249	惟光囊	178556							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											2846	2317	18316	12109	2319	0	0	0	0	0	0	0							通用	防御	外防急速命中	副本								2	1	7												17	2162	0	0	0	0	735	8	6	1		4	0	2098186		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		5130
29250	悟心棍	178557		3110					0	0	3634	233	3	4800	674		0	1				4	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	10											3164	3187	7754	19674	2585	0	0	0	0	0	0	0							少林	内功	破防无双	副本								1	1	7												17	13577	17	14368	17	28766	735	12	6	1		4	11	2		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		8
29251	参寻棍	178558		3110					0	0	3634	233	3	4800	674		0	1				4	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	10											5529	30682	18294	2481	2733	0	0	0	0	0	0	0							少林	防御	内防御劲	副本								1	1	7												17	3402	17	2162	17	29028	735	13	6	1		4	11	2		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		8
29252	点凤笔	178559		3309					0	5	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	3187	8033	19674	2585	0	0	0	0	0	0	0							万花	内功	破防无双	副本								1	6	7												17	7769	17	14368	17	28767	735	14	6	1		4	4	4		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		16
29253	扬露笔	178560		3309					0	5	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	2592	2666	18282	0	0	0	0	0	0	0	0							万花	治疗	治疗急速	副本								1	6	7												17	5380	17	8145	17	1624	735	15	6	1		4	4	4		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		16
29254	斩峰枪	178561		3210					0	1	3634	233	3	4800	674		0	1				4	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	10											3164	362	3377	7560	2585	0	0	0	0	0	0	0							天策	外功	破防无双	副本								1	2	7												17	12938	17	13286	17	5006	735	10	6	1		4	3	8		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		2
29255	与山枪	178562		3210					0	1	3634	233	3	4800	674		0	1				4	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	10											5529	2068	18294	2481	2733	0	0	0	0	0	0	0							天策	防御	外防御劲	副本								1	2	7												17	3402	17	18129	17	2162	735	11	6	1		4	3	8		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		2
29256	索合剑	178563		2470					0	2	3096	233	3	4800	607		0	1				4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	7	7	atMeleeWeaponAttackSpeedBase	21	21										5	10											3164	1131	8033	19674	2585	0	0	0	0	0	0	0							纯阳	内功	破防无双	副本								1	3	7												17	7769	17	8145	17	28767	735	19	6	1		4	12	16		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		4
29257	常云剑	178564		2470					0	2	3096	233	3	4800	607		0	1				4	atMeleeWeaponDamageBase	22	22	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	21	21										5	10	6	4									3164	4031	3377	7560	2585	0	0	0	0	0	0	0							纯阳	外功	破防无双	副本								1	3	7												17	12938	17	17518	17	5006	735	18	6	1		4	12	16		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		4
29258	翎风双剑	178565		2540					0	4	3096	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	7	7	atMeleeWeaponAttackSpeedBase	21	21										5	10											3164	1131	5101	19674	2585	0	0	0	0	0	0	0							七秀	内功	破防无双	副本								1	5	7												17	3721	17	8145	17	28763	735	20	6	1		4	2	32		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		32
29259	听铃双剑	178566		2540					0	4	3096	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	7	7	atMeleeWeaponAttackSpeedBase	21	21										5	10											3164	2592	2666	18282	0	0	0	0	0	0	0	0							七秀	治疗	治疗急速	副本								1	5	7												17	9323	17	8145	17	1624	735	21	6	1		4	2	32		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		32
29260	枫断笛	178567		1970					0	10	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	1131	11350	19674	2585	0	0	0	0	0	0	0							五毒	内功	破防无双	副本								1	8	7												17	10723	17	8145	17	28764	735	16	6	1		4	6	64		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		256
29261	相语笛	178568		1970					0	10	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	2592	2666	18282	0	0	0	0	0	0	0	0							五毒	治疗	治疗急速	副本								1	8	7												17	10484	17	8145	17	1624	735	17	6	1		4	6	64		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		256
29262	荒云弩	178569		2246					0	11	2692	233	3	4800	539		0	1				4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	3187	11350	19674	2585	0	0	0	0	0	0	0							唐门	内功	破防无双	副本								1	9	7												17	10723	17	14368	17	28764	735	24	6	1		4	7	128		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		512
29263	杀严弩	178570		2246					0	11	2692	233	3	4800	539		0	1				4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	362	3377	7560	2585	0	0	0	0	0	0	0							唐门	外功	破防无双	副本								1	9	7												17	12938	17	13286	17	5006	735	23	6	1		4	7	128		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		512
29264	如明剑	178571		2475					0	2	1548	233	3	4800	607		0	1				4	atMeleeWeaponDamageBase	22	22	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	21	21										5	10	6	8									3164	4031	3377	7560	2585	0	0	0	0	0	0	0							藏剑	外功	破防无双	副本								1	3	7												17	12938	17	17518	17	5006	735	22	6	1		4	12	256		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		192
29265	晴光重剑	178572		357					0	9	2019	233	3	4800	742		0	1				4	atMeleeWeaponDamageBase	34	34	atMeleeWeaponDamageRand	22	22	atMeleeWeaponAttackSpeedBase	32	32										5	10											3164	4031	3377	7560	2585	0	0	0	0	0	0	0							藏剑	外功	破防无双	副本								1	7	7												17	12938	17	17518	17	5006	735	22	6	1		4	5	256		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		192
29266	早霜短棒	178573		2626					0	13	3634	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	10											3164	362	3377	7560	2585	0	0	0	0	0	0	0							丐帮	外功	破防无双	副本								1	11	7												17	12938	17	13286	17	5006	735	27	6	1		4	9	512		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		2048
29267	半江双刀	178574		2146					0	12	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	3187	16558	19674	2585	0	0	0	0	0	0	0							明教	内功	破防无双	副本								1	10	7												17	17349	17	14368	17	28765	735	25	6	1		4	10	1024		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		1024
29268	素璧双刀	178575		2146					0	12	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	16	16										5	10											11827	1076	23967	18227	2449	4562	0	0	0	0	0	0							明教	防御	闪避御劲	副本								1	10	7												17	3402	17	2162	17	18129	735	26	6	1		4	10	1024		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		1024
29269	欠雪刀盾	178576		2919					0	14	3365	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	25	25	atMeleeWeaponDamageRand	17	17	atMeleeWeaponAttackSpeedBase	24	24										5	10											3164	4031	3377	7560	2585	0	0	0	0	0	0	0							苍云	外功	破防无双	副本								1	12	7												17	12938	17	17518	17	5006	735	30	6	1		4	13	2097152		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		4096
29270	新鸿刀盾	178577		2919					0	14	3365	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	25	25	atMeleeWeaponDamageRand	17	17	atMeleeWeaponAttackSpeedBase	24	24										5	10											5529	1740	20768	18294	2481	2733	0	0	0	0	0	0							苍云	防御	招架御劲	副本								1	12	7												17	3402	17	2162	17	20708	735	31	6	1		4	13	2097152		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		4096
29271	过雨琴	178578		2731					0	15	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	1131	5101	19674	2585	0	0	0	0	0	0	0							长歌	内功	破防无双	副本								1	13	7												17	3721	17	8145	17	28763	735	32	6	1		4	14	4194304		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		8192
29272	四闲琴	178579		2731					0	15	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	2592	2666	18282	0	0	0	0	0	0	0	0							长歌	治疗	治疗急速	副本								1	13	7												17	9323	17	8145	17	1624	735	33	6	1		4	14	4194304		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		8192
29273	涛风刀	178580		2086					0	16	3365	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	25	25	atMeleeWeaponDamageRand	17	17	atMeleeWeaponAttackSpeedBase	24	24										5	10											3164	362	3377	7560	2585	0	0	0	0	0	0	0							霸刀	外功	破防无双	副本								1	14	7												17	12938	17	13286	17	5006	735	34	6	1		4	15	8388608		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		16384
29274	怀鸥伞	178581		2361					0	17	3365	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	25	25	atMeleeWeaponDamageRand	17	17	atMeleeWeaponAttackSpeedBase	24	24										5	10											3164	4031	3377	7560	2585	0	0	0	0	0	0	0							蓬莱	外功	破防无双	副本								1	15	7												17	12938	17	17518	17	5006	735	35	6	1		4	16	16777216		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		32768
29275	边愁链刃	178582		2851					0	18	3365	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	25	25	atMeleeWeaponDamageRand	17	17	atMeleeWeaponAttackSpeedBase	24	24										5	10											3164	4031	3377	7560	2585	0	0	0	0	0	0	0							凌雪	外功	破防无双	副本								1	16	7												17	12938	17	17518	17	5006	735	38	6	1		4	17	33554432		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		65536
29276	长银灯	178583		3045					0	19	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	3187	8033	19674	2585	0	0	0	0	0	0	0							衍天	内功	破防无双	副本								1	17	7												17	7769	17	14368	17	28767	735	39	6	1		4	18	2048		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		131072
29277	石兰卷	178584		3402					0	20	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	1131	11350	19674	2585	0	0	0	0	0	0	0							药宗	内功	破防无双	副本								1	18	7												17	10723	17	8145	17	28764	735	40	6	1		4	19	4096		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		262144
29278	予华卷	178585		3402					0	20	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	2592	2666	18282	0	0	0	0	0	0	0	0							药宗	治疗	治疗急速	副本								1	18	7												17	10484	17	8145	17	1624	735	41	6	1		4	19	4096		0	1			1				1	202110赛季10人副本10人DLC副本散件_第1套		1		262144
29279	占林囊	178640							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	200	762	19230	2366	0	0	0	0	0	0	0							通用	根骨	破防命中	副本								2	1	7												17	8145	0	0	0	0	735	6	6	1		4	0	4198512		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		4464932
29280	乐清囊	178641							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	222	762	19230	2366	0	0	0	0	0	0	0							通用	元气	破防命中	副本								2	1	7												17	14368	0	0	0	0	735	7	6	1		4	0	35974		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		2229784
29281	关思囊	178642							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	261	3583	7603	2366	0	0	0	0	0	0	0							通用	力道	破防命中	副本								2	1	7												17	13286	0	0	0	0	735	4	6	1		4	0	8397448		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		543234
29282	孤晴囊	178643							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	442	3583	7603	2366	0	0	0	0	0	0	0							通用	身法	破防命中	副本								2	1	7												17	17518	0	0	0	0	735	5	6	1		4	0	52445456		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		1151172
29283	嘉风囊	178644							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											971	245	889	18203	0	0	0	0	0	0	0	0							通用	治疗	治疗急速	副本								2	1	7												17	27341	0	0	0	0	735	9	6	1		4	0	4198500		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		270640
29284	敛皓囊	178645							1	6	1683	233	3	3360	716		0	1				4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	10											4471	1759	5736	21345	2470	2319	0	0	0	0	0	0							通用	防御	招架急速命中	副本								2	1	7												17	18129	0	0	0	0	735	8	6	1		4	0	2098186		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		5130
29285	枯林棍	178646		3110					0	0	3634	233	3	4800	674		0	1				4	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	10											3164	3187	7754	18646	2585	0	0	0	0	0	0	0							少林	内功	急速命中	副本								1	1	7												17	14368	17	5933	17	13577	735	12	6	1		4	11	2		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		8
29286	竹月棍	178647		3110					0	0	3634	233	3	4800	674		0	1				4	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	10											5529	2068	18294	2481	2733	0	0	0	0	0	0	0							少林	防御	外防命中	副本								1	1	7												17	3402	17	2162	17	18129	735	13	6	1		4	11	2		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		8
29287	忻怿笔	178648		3309					0	5	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	3187	8033	18646	2585	0	0	0	0	0	0	0							万花	内功	急速命中	副本								1	6	7												17	14368	17	5380	17	7769	735	14	6	1		4	4	4		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		16
29288	宜心笔	178649		3309					0	5	2692	233	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	10											3164	2592	8894	0	0	0	0	0	0	0	0	0							万花	治疗	治疗量	副本								1	6	7												17	8145	17	5380	17	1624	735	15	6	1		4	4	4		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		16
29289	泰宁枪	178650		3210					0	1	3634	233	3	4800	674		0	1				4	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	10											3164	362	3377	18646	2585	0	0	0	0	0	0	0							天策	外功	急速命中	副本								1	2	7												17	13286	17	5577	17	12938	735	10	6	1		4	3	8		0	1			1				1	202110赛季10人副本10人DLC副本散件_第2套		1		2
