ID	Name	UiID	SchoolMask	2_1	2_2	2_3	2_4	3_1	3_2	3_3	3_4	4_1	4_2	4_3	4_4	5_1	5_2	5_3	5_4	6_1	6_2	6_3	6_4	7_1	7_2	7_3	7_4	8_1	8_2	8_3	8_4	9_1	9_2	9_3	9_4	10_1	10_2	10_3	10_4	11_1	11_2	11_3	11_4	12_1	12_2	12_3	12_4	13_1	13_2	13_3	13_4	14_1	14_2	14_3	14_4	15_1	15_2	15_3	15_4	16_1	16_2	16_3	16_4	17_1	17_2	17_3	17_4	18_1	18_2	18_3	18_4	19_1	19_2	19_3	19_4	20_1	20_2	20_3	20_4	21_1	21_2	21_3	21_4	22_1	22_2	22_3	22_4	23_1	23_2	23_3	23_4	24_1	24_2	24_3	24_4
2606	1470T套	129103	2048	26360								26520																																																																																			
2607	1470T套	129104	1024	26492								26498																																																																																			
2608	1470T套	129105	1024	26497								26576																																																																																			
2609	1470T套	129106	4096	26361								26566	24544																																																																																		
2610	1470T套	129107	4096	26567								26578																																																																																			
2611	1470T套	129108	8192	26584								26585	26586																																																																																		
2612	1470T套	129109	8192	26461								26587	26588																																																																																		
2613	1470T套	129110	16384	29592								29590	29591																																																																																		
2614	1510切糕	129111		15218								29431																																																																																			
2615	1510切糕	129112		15218								29431																																																																																			
2616	1510切糕	129113		15218								29431																																																																																			
2617	1510切糕	129114		15218								29431																																																																																			
2618	1510切糕	129115		29433								29434																																																																																			
2619	1510切糕	129116		29432								29433																																																																																			
2620	1350方士套装	129117		29500								29501																																																																																			
2621	1350方士套装	129118		29500								29501																																																																																			
2622	1350方士套装	129119		29500								29501																																																																																			
2623	1350方士套装	129120		29500								29501																																																																																			
2624	1350方士套装	129121		29500								29501																																																																																			
2625	1350方士套装	129122		29500								29501																																																																																			
2626	1350寻踪觅宝	129123		26560				26561				26562																																																																																			
2627	1350寻踪觅宝	129124		26560				26561				26562																																																																																			
2628	1350寻踪觅宝	129125		26560				26561				26562																																																																																			
2629	1350寻踪觅宝	129126		26560				26561				26562																																																																																			
2630	1350寻踪觅宝	129127		26560				26561				26562																																																																																			
2631	1350寻踪觅宝	129128		26560				26561				26562																																																																																			
2632	1470浩气威望	129129	8	15576								26527	29839																																																																																		
2633	1470浩气威望	129130	16	15576								26526																																																																																			
2634	1470浩气威望	129131	16	15576								26526																																																																																			
2635	1470浩气威望	129132	2	15576								26525																																																																																			
2636	1470浩气威望	129133	4	15576								26523																																																																																			
2637	1470浩气威望	129134	4	15576								26524																																																																																			
2638	1470浩气威望	129135	32	15576								26533																																																																																			
2639	1470浩气威望	129136	32	15576								26533																																																																																			
2640	1470浩气威望	129137	256	15576								26529																																																																																			
2641	1470浩气威望	129138	256	15576								26530																																																																																			
2642	1470浩气威望	129139	512	15576								26531																																																																																			
2643	1470浩气威望	129140	512	15576								26531																																																																																			
2644	1470浩气威望	129141	192	15576								26528																																																																																			
2645	1470浩气威望	129142	2048	15576								26522																																																																																			
2646	1470浩气威望	129143	1024	15576								26532																																																																																			
2647	1470浩气威望	129144	4096	15576								26565																																																																																			
2648	1470浩气威望	129145	8192	15576								26589																																																																																			
2649	1470浩气威望	129146	8192	15576								29428																																																																																			
2650	1470浩气威望	129147	16384	15576								29589																																																																																			
2651	1470恶人威望	129148	8	15576								26527	29839																																																																																		
2652	1470恶人威望	129149	16	15576								26526																																																																																			
2653	1470恶人威望	129150	16	15576								26526																																																																																			
2654	1470恶人威望	129151	2	15576								26525																																																																																			
2655	1470恶人威望	129152	4	15576								26523																																																																																			
2656	1470恶人威望	129153	4	15576								26524																																																																																			
2657	1470恶人威望	129154	32	15576								26533																																																																																			
2658	1470恶人威望	129155	32	15576								26533																																																																																			
2659	1470恶人威望	129156	256	15576								26529																																																																																			
2660	1470恶人威望	129157	256	15576								26530																																																																																			
2661	1470恶人威望	129158	512	15576								26531																																																																																			
2662	1470恶人威望	129159	512	15576								26531																																																																																			
2663	1470恶人威望	129160	192	15576								26528																																																																																			
2664	1470恶人威望	129161	2048	15576								26522																																																																																			
2665	1470恶人威望	129162	1024	15576								26532																																																																																			
2666	1470恶人威望	129163	4096	15576								26565																																																																																			
2667	1470恶人威望	129164	8192	15576								26589																																																																																			
2668	1470恶人威望	129165	8192	15576								29428																																																																																			
2669	1470恶人威望	129166	16384	15576								29589																																																																																			
2670	1470竞技场	129167	8	15379								26405																																																																																			
2671	1470竞技场	129168	16	15379								26407																																																																																			
2672	1470竞技场	129169	16	18413								26407																																																																																			
2673	1470竞技场	129170	2	7519								26406																																																																																			
2674	1470竞技场	129171	4	15379								26408																																																																																			
2675	1470竞技场	129172	4	7519								26403																																																																																			
2676	1470竞技场	129173	32	15379								26404																																																																																			
2677	1470竞技场	129174	32	18413								35516																																																																																			
2678	1470竞技场	129175	256	15379								26439																																																																																			
2679	1470竞技场	129176	256	18413								26439																																																																																			
2680	1470竞技场	129177	512	15379								26476																																																																																			
2681	1470竞技场	129178	512	7519								26476																																																																																			
2682	1470竞技场	129179	192	7519								26402																																																																																			
2683	1470竞技场	129180	2048	7519								26521																																																																																			
2684	1470竞技场	129181	1024	15379								26499																																																																																			
2685	1470竞技场	129182	4096	7519								26564																																																																																			
2686	1470竞技场	129183	8192	15379								26590																																																																																			
2687	1470竞技场	129184	8192	18413								26590																																																																																			
2688	1470竞技场	129185	16384	7519								29588																																																																																			
2689	1470浩气饰品	129186	8	12137				2664																																																																																							
2690	1470浩气饰品	129187	16	12137				2664																																																																																							
2691	1470浩气饰品	129188	16	12137				2664																																																																																							
2692	1470浩气饰品	129189	2	12137				2664																																																																																							
2693	1470浩气饰品	129190	4	12137				2664																																																																																							
2694	1470浩气饰品	129191	4	12137				2664																																																																																							
2695	1470浩气饰品	129192	32	12137				2664																																																																																							
2696	1470浩气饰品	129193	32	12137				2664																																																																																							
2697	1470浩气饰品	129194	256	12137				2664																																																																																							
2698	1470浩气饰品	129195	256	12137				2664																																																																																							
2699	1470浩气饰品	129196	512	12137				2664																																																																																							
2700	1470浩气饰品	129197	512	12137				2664																																																																																							
2701	1470浩气饰品	129198	192	12137				2664																																																																																							
2702	1470浩气饰品	129199	2048	12137				2664																																																																																							
2703	1470浩气饰品	129200	1024	12137				2664																																																																																							
2704	1470浩气饰品	129201	4096	12137				2664																																																																																							
2705	1470浩气饰品	129202	8192	12137				2664																																																																																							
2706	1470浩气饰品	129203	8192	12137				2664																																																																																							
2707	1470浩气饰品	129204	16384	12137				2664																																																																																							
2708	1470恶人饰品	129205	8	12137				2664																																																																																							
2709	1470恶人饰品	129206	16	12137				2664																																																																																							
2710	1470恶人饰品	129207	16	12137				2664																																																																																							
2711	1470恶人饰品	129208	2	12137				2664																																																																																							
2712	1470恶人饰品	129209	4	12137				2664																																																																																							
2713	1470恶人饰品	129210	4	12137				2664																																																																																							
2714	1470恶人饰品	129211	32	12137				2664																																																																																							
2715	1470恶人饰品	129212	32	12137				2664																																																																																							
2716	1470恶人饰品	129213	256	12137				2664																																																																																							
2717	1470恶人饰品	129214	256	12137				2664																																																																																							
2718	1470恶人饰品	129215	512	12137				2664																																																																																							
2719	1470恶人饰品	129216	512	12137				2664																																																																																							
2720	1470恶人饰品	129217	192	12137				2664																																																																																							
2721	1470恶人饰品	129218	2048	12137				2664																																																																																							
2722	1470恶人饰品	129219	1024	12137				2664																																																																																							
2723	1470恶人饰品	129220	4096	12137				2664																																																																																							
2724	1470恶人饰品	129221	8192	12137				2664																																																																																							
2725	1470恶人饰品	129222	8192	12137				2664																																																																																							
2726	1470恶人饰品	129223	16384	12137				2664																																																																																							
2727	2100T套	132636	8	26458	17100							26357																																																																																			
2728	2100T套	132637	8	26577	29840							26451																																																																																			
2729	2100T套	132638	16	26453	23655							26362																																																																																			
2730	2100T套	132639	16	26572								26461																																																																																			
2731	2100T套	132640	2	26454								26361																																																																																			
2732	2100T套	132641	2	26575								26363																																																																																			
2733	2100T套	132642	4	26456	30049							26359																																																																																			
2734	2100T套	132643	4	26455								26360																																																																																			
2735	2100T套	132644	32	26457								26358																																																																																			
2736	2100T套	132645	32	26573								26461																																																																																			
2737	2100T套	132646	256	26460	30200							26415																																																																																			
2738	2100T套	132647	256	26574								26461																																																																																			
2739	2100T套	132648	512	26475	29497							26473																																																																																			
2740	2100T套	132649	512	26474	25387							26472																																																																																			
2741	2100T套	132650	192	26459	29725							26391																																																																																			
2742	2100T套	132651	2048	26520								26360																																																																																			
2743	2100T套	132652	1024	26498								26492																																																																																			
2744	2100T套	132653	1024	26576								26497																																																																																			
2745	2100T套	132654	4096	26566	24544							26361																																																																																			
2746	2100T套	132655	4096	26578								26567																																																																																			
2747	2100T套	132656	8192	26585	26586							26584																																																																																			
2748	2100T套	132657	8192	26587	26588							26461																																																																																			
2749	2100T套	132658	16384	29590	29591							29592																																																																																			
2750	2100T套	132659	32768	33810	33811							33812																																																																																			
2751	2300T套	132660	8	26357								26458	17100																																																																																		
2752	2300T套	132661	8	26451								26577	29840																																																																																		
2753	2300T套	132662	16	26362								26453	23655																																																																																		
2754	2300T套	132663	16	26461								26572																																																																																			
2755	2300T套	132664	2	26361								26454																																																																																			
2756	2300T套	132665	2	26363								26575																																																																																			
2757	2300T套	132666	4	26359								26456	30049																																																																																		
2758	2300T套	132667	4	26360								26455																																																																																			
2759	2300T套	132668	32	26358								26457																																																																																			
2760	2300T套	132669	32	26461								26573																																																																																			
2761	2300T套	132670	256	26415								26460	30200																																																																																		
2762	2300T套	132671	256	26461								26574																																																																																			
2763	2300T套	132672	512	26473								26475	29497																																																																																		
2764	2300T套	132673	512	26472								26474	25387																																																																																		
2765	2300T套	132674	192	26391								26459	29725																																																																																		
2766	2300T套	132675	2048	26360								26520																																																																																			
2767	2300T套	132676	1024	26492								26498																																																																																			
2768	2300T套	132677	1024	26497								26576																																																																																			
2769	2300T套	132678	4096	26361								26566	24544																																																																																		
2770	2300T套	132679	4096	26567								26578																																																																																			
2771	2300T套	132680	8192	26584								26585	26586																																																																																		
2772	2300T套	132681	8192	26461								26587	26588																																																																																		
2773	2300T套	132682	16384	29592								29590	29591																																																																																		
2774	2300T套	132683	32768	33812								33810	33811																																																																																		
2775	1950方士套装	132684		29500								29501																																																																																			
2776	1950方士套装	132685		29500								29501																																																																																			
2777	1950方士套装	132686		29500								29501																																																																																			
2778	1950方士套装	132687		29500								29501																																																																																			
2779	1950方士套装	132688		29500								29501																																																																																			
2780	1950方士套装	132689		29500								29501																																																																																			
2781	1950寻踪觅宝	132690		26560				26561				26562																																																																																			
2782	1950寻踪觅宝	132691		26560				26561				26562																																																																																			
2783	1950寻踪觅宝	132692		26560				26561				26562																																																																																			
2784	1950寻踪觅宝	132693		26560				26561				26562																																																																																			
2785	1950寻踪觅宝	132694		26560				26561				26562																																																																																			
2786	1950寻踪觅宝	132695		26560				26561				26562																																																																																			
2787	2100方士套装	132696		29500								29501																																																																																			
2788	2100方士套装	132697		29500								29501																																																																																			
2789	2100方士套装	132698		29500								29501																																																																																			
2790	2100方士套装	132699		29500								29501																																																																																			
2791	2100方士套装	132700		29500								29501																																																																																			
2792	2100方士套装	132701		29500								29501																																																																																			
2793	2100寻踪觅宝	132702		26560				26561				26562																																																																																			
2794	2100寻踪觅宝	132703		26560				26561				26562																																																																																			
2795	2100寻踪觅宝	132704		26560				26561				26562																																																																																			
2796	2100寻踪觅宝	132705		26560				26561				26562																																																																																			
2797	2100寻踪觅宝	132706		26560				26561				26562																																																																																			
2798	2100寻踪觅宝	132707		26560				26561				26562																																																																																			
2799	2400切糕	132708		21960								2970																																																																																			
2800	2400切糕	132709		21960								2970																																																																																			
2801	2400切糕	132710		21960								2970																																																																																			
2802	2400切糕	132711		21960								2970																																																																																			
2803	2400切糕	132712		19462								1994																																																																																			
2804	2400切糕	132713		29845								19462																																																																																			
2805	1950竞技场	132714	8	23472								26405																																																																																			
2806	1950竞技场	132715	16	23472								26407																																																																																			
2807	1950竞技场	132716	16	18368								26407																																																																																			
2808	1950竞技场	132717	2	7590								26406																																																																																			
2809	1950竞技场	132718	4	23472								26408																																																																																			
2810	1950竞技场	132719	4	7590								26403																																																																																			
2811	1950竞技场	132720	32	23472								26404																																																																																			
2812	1950竞技场	132721	32	18368								35516																																																																																			
2813	1950竞技场	132722	256	23472								26439																																																																																			
2814	1950竞技场	132723	256	18368								26439																																																																																			
2815	1950竞技场	132724	512	23472								26476																																																																																			
2816	1950竞技场	132725	512	7590								26476																																																																																			
2817	1950竞技场	132726	192	7590								26402																																																																																			
2818	1950竞技场	132727	2048	7590								26521																																																																																			
2819	1950竞技场	132728	1024	23472								26499																																																																																			
2820	1950竞技场	132729	4096	7590								26564																																																																																			
2821	1950竞技场	132730	8192	23472								26590																																																																																			
2822	1950竞技场	132731	8192	18368								26590																																																																																			
2823	1950竞技场	132732	16384	7590								29588																																																																																			
2824	1950竞技场	132733	32768	7590								33813																																																																																			
2825	2100竞技场	132734	8	21127								26405																																																																																			
2826	2100竞技场	132735	16	21127								26407																																																																																			
2827	2100竞技场	132736	16	18560								26407																																																																																			
2828	2100竞技场	132737	2	4897								26406																																																																																			
2829	2100竞技场	132738	4	21127								26408																																																																																			
2830	2100竞技场	132739	4	4897								26403																																																																																			
2831	2100竞技场	132740	32	21127								26404																																																																																			
2832	2100竞技场	132741	32	18560								35516																																																																																			
2833	2100竞技场	132742	256	21127								26439																																																																																			
2834	2100竞技场	132743	256	18560								26439																																																																																			
2835	2100竞技场	132744	512	21127								26476																																																																																			
2836	2100竞技场	132745	512	4897								26476																																																																																			
2837	2100竞技场	132746	192	4897								26402																																																																																			
2838	2100竞技场	132747	2048	4897								26521																																																																																			
2839	2100竞技场	132748	1024	21127								26499																																																																																			
2840	2100竞技场	132749	4096	4897								26564																																																																																			
2841	2100竞技场	132750	8192	21127								26590																																																																																			
2842	2100竞技场	132751	8192	18560								26590																																																																																			
2843	2100竞技场	132752	16384	4897								29588																																																																																			
2844	2100竞技场	132753	32768	4897								33813																																																																																			
2845	2300竞技场	132754	8	15162								26405																																																																																			
2846	2300竞技场	132755	16	15162								26407																																																																																			
2847	2300竞技场	132977	16	18004								26407																																																																																			
2848	2300竞技场	132978	2	7547								26406																																																																																			
2849	2300竞技场	132979	4	15162								26408																																																																																			
2850	2300竞技场	132980	4	7547								26403																																																																																			
2851	2300竞技场	132981	32	15162								26404																																																																																			
2852	2300竞技场	132982	32	18004								35516																																																																																			
2853	2300竞技场	132983	256	15162								26439																																																																																			
2854	2300竞技场	132984	256	18004								26439																																																																																			
2855	2300竞技场	132985	512	15162								26476																																																																																			
2856	2300竞技场	132986	512	7547								26476																																																																																			
2857	2300竞技场	132987	192	7547								26402																																																																																			
2858	2300竞技场	132988	2048	7547								26521																																																																																			
2859	2300竞技场	132989	1024	15162								26499																																																																																			
2860	2300竞技场	132990	4096	7547								26564																																																																																			
2861	2300竞技场	132991	8192	15162								26590																																																																																			
2862	2300竞技场	132992	8192	18004								26590																																																																																			
2863	2300竞技场	132993	16384	7547								29588																																																																																			
2864	2300竞技场	132994	32768	7547								33813																																																																																			
2865	2100浩气威望防具	132995	8	19921								26527	29839																																																																																		
2866	2100浩气威望防具	132996	16	19921								26526																																																																																			
2867	2100浩气威望防具	132997	16	19921								26526																																																																																			
2868	2100浩气威望防具	132998	2	19921								26525																																																																																			
2869	2100浩气威望防具	132999	4	19921								26523																																																																																			
2870	2100浩气威望防具	133000	4	19921								26524																																																																																			
2871	2100浩气威望防具	133001	32	19921								26533																																																																																			
2872	2100浩气威望防具	133002	32	19921								26533																																																																																			
2873	2100浩气威望防具	133003	256	19921								26529																																																																																			
2874	2100浩气威望防具	133004	256	19921								26530																																																																																			
2875	2100浩气威望防具	133005	512	19921								26531																																																																																			
2876	2100浩气威望防具	133006	512	19921								26531																																																																																			
2877	2100浩气威望防具	133007	192	19921								26528																																																																																			
2878	2100浩气威望防具	133008	2048	19921								26522																																																																																			
2879	2100浩气威望防具	133009	1024	19921								26532																																																																																			
2880	2100浩气威望防具	133010	4096	19921								26565																																																																																			
2881	2100浩气威望防具	133011	8192	19921								26589																																																																																			
2882	2100浩气威望防具	133012	8192	19921								29428																																																																																			
2883	2100浩气威望防具	133013	16384	19921								29589																																																																																			
2884	2100浩气威望防具	133014	32768	19921								33814																																																																																			
2885	2100恶人威望防具	133015	8	19921								26527	29839																																																																																		
2886	2100恶人威望防具	133016	16	19921								26526																																																																																			
2887	2100恶人威望防具	133017	16	19921								26526																																																																																			
2888	2100恶人威望防具	133018	2	19921								26525																																																																																			
2889	2100恶人威望防具	133019	4	19921								26523																																																																																			
2890	2100恶人威望防具	133020	4	19921								26524																																																																																			
2891	2100恶人威望防具	133021	32	19921								26533																																																																																			
2892	2100恶人威望防具	133022	32	19921								26533																																																																																			
2893	2100恶人威望防具	133023	256	19921								26529																																																																																			
2894	2100恶人威望防具	133024	256	19921								26530																																																																																			
2895	2100恶人威望防具	133025	512	19921								26531																																																																																			
2896	2100恶人威望防具	133026	512	19921								26531																																																																																			
2897	2100恶人威望防具	133027	192	19921								26528																																																																																			
2898	2100恶人威望防具	133028	2048	19921								26522																																																																																			
2899	2100恶人威望防具	133029	1024	19921								26532																																																																																			
2900	2100恶人威望防具	133030	4096	19921								26565																																																																																			
2901	2100恶人威望防具	133031	8192	19921								26589																																																																																			
2902	2100恶人威望防具	133032	8192	19921								29428																																																																																			
2903	2100恶人威望防具	133033	16384	19921								29589																																																																																			
2904	2100恶人威望防具	133034	32768	19921								33814																																																																																			
2905	2300浩气威望防具	133035	8	17697								26527	29839																																																																																		
2906	2300浩气威望防具	133036	16	17697								26526																																																																																			
2907	2300浩气威望防具	133037	16	17697								26526																																																																																			
2908	2300浩气威望防具	133038	2	17697								26525																																																																																			
2909	2300浩气威望防具	133039	4	17697								26523																																																																																			
2910	2300浩气威望防具	133040	4	17697								26524																																																																																			
2911	2300浩气威望防具	133041	32	17697								26533																																																																																			
2912	2300浩气威望防具	133042	32	17697								26533																																																																																			
2913	2300浩气威望防具	133043	256	17697								26529																																																																																			
2914	2300浩气威望防具	133044	256	17697								26530																																																																																			
2915	2300浩气威望防具	133045	512	17697								26531																																																																																			
2916	2300浩气威望防具	133046	512	17697								26531																																																																																			
2917	2300浩气威望防具	133047	192	17697								26528																																																																																			
2918	2300浩气威望防具	133048	2048	17697								26522																																																																																			
2919	2300浩气威望防具	133049	1024	17697								26532																																																																																			
2920	2300浩气威望防具	133050	4096	17697								26565																																																																																			
2921	2300浩气威望防具	133051	8192	17697								26589																																																																																			
2922	2300浩气威望防具	133052	8192	17697								29428																																																																																			
2923	2300浩气威望防具	133053	16384	17697								29589																																																																																			
2924	2300浩气威望防具	133054	32768	17697								33814																																																																																			
2925	2300恶人威望防具	133055	8	17697								26527	29839																																																																																		
2926	2300恶人威望防具	133056	16	17697								26526																																																																																			
2927	2300恶人威望防具	133057	16	17697								26526																																																																																			
2928	2300恶人威望防具	133058	2	17697								26525																																																																																			
2929	2300恶人威望防具	133059	4	17697								26523																																																																																			
2930	2300恶人威望防具	133060	4	17697								26524																																																																																			
2931	2300恶人威望防具	133061	32	17697								26533																																																																																			
2932	2300恶人威望防具	133062	32	17697								26533																																																																																			
2933	2300恶人威望防具	133063	256	17697								26529																																																																																			
2934	2300恶人威望防具	133064	256	17697								26530																																																																																			
2935	2300恶人威望防具	133065	512	17697								26531																																																																																			
2936	2300恶人威望防具	133066	512	17697								26531																																																																																			
2937	2300恶人威望防具	133067	192	17697								26528																																																																																			
2938	2300恶人威望防具	133068	2048	17697								26522																																																																																			
2939	2300恶人威望防具	133069	1024	17697								26532																																																																																			
2940	2300恶人威望防具	133070	4096	17697								26565																																																																																			
2941	2300恶人威望防具	133071	8192	17697								26589																																																																																			
