ID	Name	UIID	AttriName	Attribute1ID	Attribute1Value1	Attribute1Value2	Score	DiamondType1	Compare1	DiamondCount1	DiamondIntensity1	Attribute2ID	Attribute2Value1	Attribute2Value2	DiamondType2	Compare2	DiamondCount2	DiamondIntensity2	Attribute3ID	Attribute3Value1	Attribute3Value2	DiamondType3	Compare3	DiamondCount3	DiamondIntensity3	ScriptName	Attribute4ID	Attribute4Value1	Attribute4Value2	RepresentIndex	RepresentID	Time	DestItemSubType	TabType	TabIndex	PackageSize	MapInvalidMask	BelongKungfuID
4217	彩·守御·灵动·血魂(贰)	33788		atPhysicsShieldAdditional	244	244	0	5	3	7	20	atDodge	488	488	5	3	8	50	atMaxLifeAdditional	9750	9750	5	3	10	62									5	15789			
4218	彩·守御·灵动·血魂(叁)	33789		atPhysicsShieldAdditional	366	366	0	5	3	9	30	atDodge	731	731	5	3	10	55	atMaxLifeAdditional	14625	14625	5	3	12	67									5	15790			
4219	彩·守御·灵动·血魂(肆)	33790		atPhysicsShieldAdditional	488	488	0	5	3	11	40	atDodge	975	975	5	3	12	60	atMaxLifeAdditional	19500	19500	5	3	14	72									5	15791			
4220	彩·守御·灵动·血魂(伍)	33791		atPhysicsShieldAdditional	609	609	0	5	3	13	45	atDodge	1219	1219	5	3	14	75	atMaxLifeAdditional	24375	24375	5	3	16	90									5	15792			
4221	彩·守御·灵动·血魂(陆)	33792		atPhysicsShieldAdditional	731	731	0	5	3	14	50	atDodge	1463	1463	5	3	16	90	atMaxLifeAdditional	29250	29250	5	3	18	108									5	0			
4222	彩·守御·灵动·破势(壹)	33793		atPhysicsShieldAdditional	122	122	0	5	3	5	10	atDodge	244	244	5	3	6	45	atParryValueBase	2819	2819	5	3	8	57									5	15794			
4223	彩·守御·灵动·破势(贰)	33794		atPhysicsShieldAdditional	244	244	0	5	3	7	20	atDodge	488	488	5	3	8	50	atParryValueBase	5638	5638	5	3	10	62									5	15795			
4224	彩·守御·灵动·破势(叁)	33795		atPhysicsShieldAdditional	366	366	0	5	3	9	30	atDodge	731	731	5	3	10	55	atParryValueBase	8457	8457	5	3	12	67									5	15796			
4225	彩·守御·灵动·破势(肆)	33796		atPhysicsShieldAdditional	488	488	0	5	3	11	40	atDodge	975	975	5	3	12	60	atParryValueBase	11276	11276	5	3	14	72									5	15797			
4226	彩·守御·灵动·破势(伍)	33797		atPhysicsShieldAdditional	609	609	0	5	3	13	45	atDodge	1219	1219	5	3	14	75	atParryValueBase	14094	14094	5	3	16	90									5	15798			
4227	彩·守御·灵动·破势(陆)	33798		atPhysicsShieldAdditional	731	731	0	5	3	14	50	atDodge	1463	1463	5	3	16	90	atParryValueBase	16913	16913	5	3	18	108									5	0			
4228	彩·守御·灵动·耐受(壹)	33799		atPhysicsShieldAdditional	122	122	0	5	3	5	10	atDodge	244	244	5	3	6	45	atMagicShield	488	488	5	3	8	57									5	15800			
4229	彩·守御·灵动·耐受(贰)	33800		atPhysicsShieldAdditional	244	244	0	5	3	7	20	atDodge	488	488	5	3	8	50	atMagicShield	975	975	5	3	10	62									5	15801			
4230	彩·守御·灵动·耐受(叁)	33801		atPhysicsShieldAdditional	366	366	0	5	3	9	30	atDodge	731	731	5	3	10	55	atMagicShield	1463	1463	5	3	12	67									5	15802			
4231	彩·守御·灵动·耐受(肆)	33802		atPhysicsShieldAdditional	488	488	0	5	3	11	40	atDodge	975	975	5	3	12	60	atMagicShield	1950	1950	5	3	14	72									5	15803			
4232	彩·守御·灵动·耐受(伍)	33803		atPhysicsShieldAdditional	609	609	0	5	3	13	45	atDodge	1219	1219	5	3	14	75	atMagicShield	2438	2438	5	3	16	90									5	15804			
4233	彩·守御·灵动·耐受(陆)	33804		atPhysicsShieldAdditional	731	731	0	5	3	14	50	atDodge	1463	1463	5	3	16	90	atMagicShield	2925	2925	5	3	18	108									5	0			
4234	彩·守御·耐受·血魂(壹)	33805		atPhysicsShieldAdditional	122	122	0	5	3	5	10	atMagicShield	244	244	5	3	6	45	atMaxLifeAdditional	4875	4875	5	3	8	57									5	15806			
4235	彩·守御·耐受·血魂(贰)	33806		atPhysicsShieldAdditional	244	244	0	5	3	7	20	atMagicShield	488	488	5	3	8	50	atMaxLifeAdditional	9750	9750	5	3	10	62									5	15807			
4236	彩·守御·耐受·血魂(叁)	33807		atPhysicsShieldAdditional	366	366	0	5	3	9	30	atMagicShield	731	731	5	3	10	55	atMaxLifeAdditional	14625	14625	5	3	12	67									5	15808			
4237	彩·守御·耐受·血魂(肆)	33808		atPhysicsShieldAdditional	488	488	0	5	3	11	40	atMagicShield	975	975	5	3	12	60	atMaxLifeAdditional	19500	19500	5	3	14	72									5	15809			
4238	彩·守御·耐受·血魂(伍)	33809		atPhysicsShieldAdditional	609	609	0	5	3	13	45	atMagicShield	1219	1219	5	3	14	75	atMaxLifeAdditional	24375	24375	5	3	16	90									5	15810			
4239	彩·守御·耐受·血魂(陆)	33810		atPhysicsShieldAdditional	731	731	0	5	3	14	50	atMagicShield	1463	1463	5	3	16	90	atMaxLifeAdditional	29250	29250	5	3	18	108									5	0			
4240	彩·守御·耐受·破势(壹)	33811		atPhysicsShieldAdditional	122	122	0	5	3	5	10	atMagicShield	244	244	5	3	6	45	atParryValueBase	2819	2819	5	3	8	57									5	15812			
4241	彩·守御·耐受·破势(贰)	33812		atPhysicsShieldAdditional	244	244	0	5	3	7	20	atMagicShield	488	488	5	3	8	50	atParryValueBase	5638	5638	5	3	10	62									5	15813			
4242	彩·守御·耐受·破势(叁)	33813		atPhysicsShieldAdditional	366	366	0	5	3	9	30	atMagicShield	731	731	5	3	10	55	atParryValueBase	8457	8457	5	3	12	67									5	15814			
4243	彩·守御·耐受·破势(肆)	33814		atPhysicsShieldAdditional	488	488	0	5	3	11	40	atMagicShield	975	975	5	3	12	60	atParryValueBase	11276	11276	5	3	14	72									5	15815			
4244	彩·守御·耐受·破势(伍)	33815		atPhysicsShieldAdditional	609	609	0	5	3	13	45	atMagicShield	1219	1219	5	3	14	75	atParryValueBase	14094	14094	5	3	16	90									5	15816			
4245	彩·守御·耐受·破势(陆)	33816		atPhysicsShieldAdditional	731	731	0	5	3	14	50	atMagicShield	1463	1463	5	3	16	90	atParryValueBase	16913	16913	5	3	18	108									5	0			
4246	彩·守御·血魂·破势(壹)	33817		atPhysicsShieldAdditional	122	122	0	5	3	5	10	atMaxLifeAdditional	2438	2438	5	3	6	45	atParryValueBase	2819	2819	5	3	8	57									5	15818			
4247	彩·守御·血魂·破势(贰)	33818		atPhysicsShieldAdditional	244	244	0	5	3	7	20	atMaxLifeAdditional	4875	4875	5	3	8	50	atParryValueBase	5638	5638	5	3	10	62									5	15819			
4248	彩·守御·血魂·破势(叁)	33819		atPhysicsShieldAdditional	366	366	0	5	3	9	30	atMaxLifeAdditional	7313	7313	5	3	10	55	atParryValueBase	8457	8457	5	3	12	67									5	15820			
4249	彩·守御·血魂·破势(肆)	33820		atPhysicsShieldAdditional	488	488	0	5	3	11	40	atMaxLifeAdditional	9750	9750	5	3	12	60	atParryValueBase	11276	11276	5	3	14	72									5	15821			
4250	彩·守御·血魂·破势(伍)	33821		atPhysicsShieldAdditional	609	609	0	5	3	13	45	atMaxLifeAdditional	12188	12188	5	3	14	75	atParryValueBase	14094	14094	5	3	16	90									5	15822			
4251	彩·守御·血魂·破势(陆)	33822		atPhysicsShieldAdditional	731	731	0	5	3	14	50	atMaxLifeAdditional	14625	14625	5	3	16	90	atParryValueBase	16913	16913	5	3	18	108									5	0			
4252	彩·守御·血魂·耐受(壹)	33823		atPhysicsShieldAdditional	122	122	0	5	3	5	10	atMaxLifeAdditional	2438	2438	5	3	6	45	atMagicShield	488	488	5	3	8	57									5	15824			
4253	彩·守御·血魂·耐受(贰)	33824		atPhysicsShieldAdditional	244	244	0	5	3	7	20	atMaxLifeAdditional	4875	4875	5	3	8	50	atMagicShield	975	975	5	3	10	62									5	15825			
4254	彩·守御·血魂·耐受(叁)	33825		atPhysicsShieldAdditional	366	366	0	5	3	9	30	atMaxLifeAdditional	7313	7313	5	3	10	55	atMagicShield	1463	1463	5	3	12	67									5	15826			
4255	彩·守御·血魂·耐受(肆)	33826		atPhysicsShieldAdditional	488	488	0	5	3	11	40	atMaxLifeAdditional	9750	9750	5	3	12	60	atMagicShield	1950	1950	5	3	14	72									5	15827			
4256	彩·守御·血魂·耐受(伍)	33827		atPhysicsShieldAdditional	609	609	0	5	3	13	45	atMaxLifeAdditional	12188	12188	5	3	14	75	atMagicShield	2438	2438	5	3	16	90									5	15828			
4257	彩·守御·血魂·耐受(陆)	33828		atPhysicsShieldAdditional	731	731	0	5	3	14	50	atMaxLifeAdditional	14625	14625	5	3	16	90	atMagicShield	2925	2925	5	3	18	108									5	0			
4258	彩·不屈·守御·血魂(壹)	33829		atParryBase	122	122	0	5	3	5	10	atPhysicsShieldAdditional	244	244	5	3	6	45	atMaxLifeAdditional	4875	4875	5	3	8	57									5	15830			
4259	彩·不屈·守御·血魂(贰)	33830		atParryBase	244	244	0	5	3	7	20	atPhysicsShieldAdditional	488	488	5	3	8	50	atMaxLifeAdditional	9750	9750	5	3	10	62									5	15831			
4260	彩·不屈·守御·血魂(叁)	33831		atParryBase	366	366	0	5	3	9	30	atPhysicsShieldAdditional	731	731	5	3	10	55	atMaxLifeAdditional	14625	14625	5	3	12	67									5	15832			
4261	彩·不屈·守御·血魂(肆)	33832		atParryBase	488	488	0	5	3	11	40	atPhysicsShieldAdditional	975	975	5	3	12	60	atMaxLifeAdditional	19500	19500	5	3	14	72									5	15833			
4262	彩·不屈·守御·血魂(伍)	33833		atParryBase	609	609	0	5	3	13	45	atPhysicsShieldAdditional	1219	1219	5	3	14	75	atMaxLifeAdditional	24375	24375	5	3	16	90									5	15834			
4263	彩·不屈·守御·血魂(陆)	33834		atParryBase	731	731	0	5	3	14	50	atPhysicsShieldAdditional	1463	1463	5	3	16	90	atMaxLifeAdditional	29250	29250	5	3	18	108									5	0			
4264	彩·不屈·守御·破势(壹)	33835		atParryBase	122	122	0	5	3	5	10	atPhysicsShieldAdditional	244	244	5	3	6	45	atParryValueBase	2819	2819	5	3	8	57									5	15836			
4265	彩·不屈·守御·破势(贰)	33836		atParryBase	244	244	0	5	3	7	20	atPhysicsShieldAdditional	488	488	5	3	8	50	atParryValueBase	5638	5638	5	3	10	62									5	15837			
4266	彩·不屈·守御·破势(叁)	33837		atParryBase	366	366	0	5	3	9	30	atPhysicsShieldAdditional	731	731	5	3	10	55	atParryValueBase	8457	8457	5	3	12	67									5	15838			
4267	彩·不屈·守御·破势(肆)	33838		atParryBase	488	488	0	5	3	11	40	atPhysicsShieldAdditional	975	975	5	3	12	60	atParryValueBase	11276	11276	5	3	14	72									5	15839			
4268	彩·不屈·守御·破势(伍)	33839		atParryBase	609	609	0	5	3	13	45	atPhysicsShieldAdditional	1219	1219	5	3	14	75	atParryValueBase	14094	14094	5	3	16	90									5	15840			
4269	彩·不屈·守御·破势(陆)	33840		atParryBase	731	731	0	5	3	14	50	atPhysicsShieldAdditional	1463	1463	5	3	16	90	atParryValueBase	16913	16913	5	3	18	108									5	0			
4270	彩·不屈·守御·耐受(壹)	33841		atParryBase	122	122	0	5	3	5	10	atPhysicsShieldAdditional	244	244	5	3	6	45	atMagicShield	488	488	5	3	8	57									5	15842			
4271	彩·不屈·守御·耐受(贰)	33842		atParryBase	244	244	0	5	3	7	20	atPhysicsShieldAdditional	488	488	5	3	8	50	atMagicShield	975	975	5	3	10	62									5	15843			
4272	彩·不屈·守御·耐受(叁)	33843		atParryBase	366	366	0	5	3	9	30	atPhysicsShieldAdditional	731	731	5	3	10	55	atMagicShield	1463	1463	5	3	12	67									5	15844			
4273	彩·不屈·守御·耐受(肆)	33844		atParryBase	488	488	0	5	3	11	40	atPhysicsShieldAdditional	975	975	5	3	12	60	atMagicShield	1950	1950	5	3	14	72									5	15845			
4274	彩·不屈·守御·耐受(伍)	33845		atParryBase	609	609	0	5	3	13	45	atPhysicsShieldAdditional	1219	1219	5	3	14	75	atMagicShield	2438	2438	5	3	16	90									5	15846			
4275	彩·不屈·守御·耐受(陆)	33846		atParryBase	731	731	0	5	3	14	50	atPhysicsShieldAdditional	1463	1463	5	3	16	90	atMagicShield	2925	2925	5	3	18	108									5	0			
4276	彩·不屈·破势·血魂(壹)	33847		atParryBase	122	122	0	5	3	5	10	atParryValueBase	1409	1409	5	3	6	45	atMaxLifeAdditional	4875	4875	5	3	8	57									5	15848			
4277	彩·不屈·破势·血魂(贰)	33848		atParryBase	244	244	0	5	3	7	20	atParryValueBase	2819	2819	5	3	8	50	atMaxLifeAdditional	9750	9750	5	3	10	62									5	15849			
4278	彩·不屈·破势·血魂(叁)	33849		atParryBase	366	366	0	5	3	9	30	atParryValueBase	4228	4228	5	3	10	55	atMaxLifeAdditional	14625	14625	5	3	12	67									5	15850			
4279	彩·不屈·破势·血魂(肆)	33850		atParryBase	488	488	0	5	3	11	40	atParryValueBase	5638	5638	5	3	12	60	atMaxLifeAdditional	19500	19500	5	3	14	72									5	15851			
4280	彩·不屈·破势·血魂(伍)	33851		atParryBase	609	609	0	5	3	13	45	atParryValueBase	7047	7047	5	3	14	75	atMaxLifeAdditional	24375	24375	5	3	16	90									5	15852			
4281	彩·不屈·破势·血魂(陆)	33852		atParryBase	731	731	0	5	3	14	50	atParryValueBase	8457	8457	5	3	16	90	atMaxLifeAdditional	29250	29250	5	3	18	108									5	0			
4282	彩·不屈·破势·守御(壹)	33853		atParryBase	122	122	0	5	3	5	10	atParryValueBase	1409	1409	5	3	6	45	atPhysicsShieldAdditional	488	488	5	3	8	57									5	15854			
4283	彩·不屈·破势·守御(贰)	33854		atParryBase	244	244	0	5	3	7	20	atParryValueBase	2819	2819	5	3	8	50	atPhysicsShieldAdditional	975	975	5	3	10	62									5	15855			
4284	彩·不屈·破势·守御(叁)	33855		atParryBase	366	366	0	5	3	9	30	atParryValueBase	4228	4228	5	3	10	55	atPhysicsShieldAdditional	1463	1463	5	3	12	67									5	15856			
4285	彩·不屈·破势·守御(肆)	33856		atParryBase	488	488	0	5	3	11	40	atParryValueBase	5638	5638	5	3	12	60	atPhysicsShieldAdditional	1950	1950	5	3	14	72									5	15857			
4286	彩·不屈·破势·守御(伍)	33857		atParryBase	609	609	0	5	3	13	45	atParryValueBase	7047	7047	5	3	14	75	atPhysicsShieldAdditional	2438	2438	5	3	16	90									5	15858			
4287	彩·不屈·破势·守御(陆)	33858		atParryBase	731	731	0	5	3	14	50	atParryValueBase	8457	8457	5	3	16	90	atPhysicsShieldAdditional	2925	2925	5	3	18	108									5	0			
4288	彩·不屈·破势·耐受(壹)	33859		atParryBase	122	122	0	5	3	5	10	atParryValueBase	1409	1409	5	3	6	45	atMagicShield	488	488	5	3	8	57									5	15860			
4289	彩·不屈·破势·耐受(贰)	33860		atParryBase	244	244	0	5	3	7	20	atParryValueBase	2819	2819	5	3	8	50	atMagicShield	975	975	5	3	10	62									5	15861			
4290	彩·不屈·破势·耐受(叁)	33861		atParryBase	366	366	0	5	3	9	30	atParryValueBase	4228	4228	5	3	10	55	atMagicShield	1463	1463	5	3	12	67									5	15862			
4291	彩·不屈·破势·耐受(肆)	33862		atParryBase	488	488	0	5	3	11	40	atParryValueBase	5638	5638	5	3	12	60	atMagicShield	1950	1950	5	3	14	72									5	15863			
4292	彩·不屈·破势·耐受(伍)	33863		atParryBase	609	609	0	5	3	13	45	atParryValueBase	7047	7047	5	3	14	75	atMagicShield	2438	2438	5	3	16	90									5	15864			
4293	彩·不屈·破势·耐受(陆)	33864		atParryBase	731	731	0	5	3	14	50	atParryValueBase	8457	8457	5	3	16	90	atMagicShield	2925	2925	5	3	18	108									5	0			
4294	彩·不屈·灵动·血魂(壹)	33865		atParryBase	122	122	0	5	3	5	10	atDodge	244	244	5	3	6	45	atMaxLifeAdditional	4875	4875	5	3	8	57									5	15866			
4295	彩·不屈·灵动·血魂(贰)	33866		atParryBase	244	244	0	5	3	7	20	atDodge	488	488	5	3	8	50	atMaxLifeAdditional	9750	9750	5	3	10	62									5	15867			
4296	彩·不屈·灵动·血魂(叁)	33867		atParryBase	366	366	0	5	3	9	30	atDodge	731	731	5	3	10	55	atMaxLifeAdditional	14625	14625	5	3	12	67									5	15868			
4297	彩·不屈·灵动·血魂(肆)	33868		atParryBase	488	488	0	5	3	11	40	atDodge	975	975	5	3	12	60	atMaxLifeAdditional	19500	19500	5	3	14	72									5	15869			
4298	彩·不屈·灵动·血魂(伍)	33869		atParryBase	609	609	0	5	3	13	45	atDodge	1219	1219	5	3	14	75	atMaxLifeAdditional	24375	24375	5	3	16	90									5	15870			
4299	彩·不屈·灵动·血魂(陆)	33870		atParryBase	731	731	0	5	3	14	50	atDodge	1463	1463	5	3	16	90	atMaxLifeAdditional	29250	29250	5	3	18	108									5	0			
4300	彩·不屈·灵动·破势(壹)	33871		atParryBase	122	122	0	5	3	5	10	atDodge	244	244	5	3	6	45	atParryValueBase	2819	2819	5	3	8	57									5	15872			
4301	彩·不屈·灵动·破势(贰)	33872		atParryBase	244	244	0	5	3	7	20	atDodge	488	488	5	3	8	50	atParryValueBase	5638	5638	5	3	10	62									5	15873			
4302	彩·不屈·灵动·破势(叁)	33873		atParryBase	366	366	0	5	3	9	30	atDodge	731	731	5	3	10	55	atParryValueBase	8457	8457	5	3	12	67									5	15874			
4303	彩·不屈·灵动·破势(肆)	33874		atParryBase	488	488	0	5	3	11	40	atDodge	975	975	5	3	12	60	atParryValueBase	11276	11276	5	3	14	72									5	15875			
4304	彩·不屈·灵动·破势(伍)	33875		atParryBase	609	609	0	5	3	13	45	atDodge	1219	1219	5	3	14	75	atParryValueBase	14094	14094	5	3	16	90									5	15876			
4305	彩·不屈·灵动·破势(陆)	33876		atParryBase	731	731	0	5	3	14	50	atDodge	1463	1463	5	3	16	90	atParryValueBase	16913	16913	5	3	18	108									5	0			
4306	彩·不屈·灵动·守御(壹)	33877		atParryBase	122	122	0	5	3	5	10	atDodge	244	244	5	3	6	45	atPhysicsShieldAdditional	488	488	5	3	8	57									5	15878			
4307	彩·不屈·灵动·守御(贰)	33878		atParryBase	244	244	0	5	3	7	20	atDodge	488	488	5	3	8	50	atPhysicsShieldAdditional	975	975	5	3	10	62									5	15879			
4308	彩·不屈·灵动·守御(叁)	33879		atParryBase	366	366	0	5	3	9	30	atDodge	731	731	5	3	10	55	atPhysicsShieldAdditional	1463	1463	5	3	12	67									5	15880			
4309	彩·不屈·灵动·守御(肆)	33880		atParryBase	488	488	0	5	3	11	40	atDodge	975	975	5	3	12	60	atPhysicsShieldAdditional	1950	1950	5	3	14	72									5	15881			
4310	彩·不屈·灵动·守御(伍)	33881		atParryBase	609	609	0	5	3	13	45	atDodge	1219	1219	5	3	14	75	atPhysicsShieldAdditional	2438	2438	5	3	16	90									5	15882			
4311	彩·不屈·灵动·守御(陆)	33882		atParryBase	731	731	0	5	3	14	50	atDodge	1463	1463	5	3	16	90	atPhysicsShieldAdditional	2925	2925	5	3	18	108									5	0			
4312	彩·不屈·灵动·耐受(壹)	33883		atParryBase	122	122	0	5	3	5	10	atDodge	244	244	5	3	6	45	atMagicShield	488	488	5	3	8	57									5	15884			
4313	彩·不屈·灵动·耐受(贰)	33884		atParryBase	244	244	0	5	3	7	20	atDodge	488	488	5	3	8	50	atMagicShield	975	975	5	3	10	62									5	15885			
4314	彩·不屈·灵动·耐受(叁)	33885		atParryBase	366	366	0	5	3	9	30	atDodge	731	731	5	3	10	55	atMagicShield	1463	1463	5	3	12	67									5	15886			
4315	彩·不屈·灵动·耐受(肆)	33886		atParryBase	488	488	0	5	3	11	40	atDodge	975	975	5	3	12	60	atMagicShield	1950	1950	5	3	14	72									5	15887			
4316	彩·不屈·灵动·耐受(伍)	33887		atParryBase	609	609	0	5	3	13	45	atDodge	1219	1219	5	3	14	75	atMagicShield	2438	2438	5	3	16	90									5	15888			
4317	彩·不屈·灵动·耐受(陆)	33888		atParryBase	731	731	0	5	3	14	50	atDodge	1463	1463	5	3	16	90	atMagicShield	2925	2925	5	3	18	108									5	0			
4318	彩·不屈·耐受·血魂(壹)	33889		atParryBase	122	122	0	5	3	5	10	atMagicShield	244	244	5	3	6	45	atMaxLifeAdditional	4875	4875	5	3	8	57									5	15890			
4319	彩·不屈·耐受·血魂(贰)	33890		atParryBase	244	244	0	5	3	7	20	atMagicShield	488	488	5	3	8	50	atMaxLifeAdditional	9750	9750	5	3	10	62									5	15891			
4320	彩·不屈·耐受·血魂(叁)	33891		atParryBase	366	366	0	5	3	9	30	atMagicShield	731	731	5	3	10	55	atMaxLifeAdditional	14625	14625	5	3	12	67									5	15892			
4321	彩·不屈·耐受·血魂(肆)	33892		atParryBase	488	488	0	5	3	11	40	atMagicShield	975	975	5	3	12	60	atMaxLifeAdditional	19500	19500	5	3	14	72									5	15893			
4322	彩·不屈·耐受·血魂(伍)	33893		atParryBase	609	609	0	5	3	13	45	atMagicShield	1219	1219	5	3	14	75	atMaxLifeAdditional	24375	24375	5	3	16	90									5	15894			
4323	彩·不屈·耐受·血魂(陆)	33894		atParryBase	731	731	0	5	3	14	50	atMagicShield	1463	1463	5	3	16	90	atMaxLifeAdditional	29250	29250	5	3	18	108									5	0			
4324	彩·不屈·耐受·破势(壹)	33895		atParryBase	122	122	0	5	3	5	10	atMagicShield	244	244	5	3	6	45	atParryValueBase	2819	2819	5	3	8	57									5	15896			
4325	彩·不屈·耐受·破势(贰)	33896		atParryBase	244	244	0	5	3	7	20	atMagicShield	488	488	5	3	8	50	atParryValueBase	5638	5638	5	3	10	62									5	15897			
4326	彩·不屈·耐受·破势(叁)	33897		atParryBase	366	366	0	5	3	9	30	atMagicShield	731	731	5	3	10	55	atParryValueBase	8457	8457	5	3	12	67									5	15898			
4327	彩·不屈·耐受·破势(肆)	33898		atParryBase	488	488	0	5	3	11	40	atMagicShield	975	975	5	3	12	60	atParryValueBase	11276	11276	5	3	14	72									5	15899			
4328	彩·不屈·耐受·破势(伍)	33899		atParryBase	609	609	0	5	3	13	45	atMagicShield	1219	1219	5	3	14	75	atParryValueBase	14094	14094	5	3	16	90									5	15900			
4329	彩·不屈·耐受·破势(陆)	33900		atParryBase	731	731	0	5	3	14	50	atMagicShield	1463	1463	5	3	16	90	atParryValueBase	16913	16913	5	3	18	108									5	0			
4330	彩·不屈·耐受·守御(壹)	33901		atParryBase	122	122	0	5	3	5	10	atMagicShield	244	244	5	3	6	45	atPhysicsShieldAdditional	488	488	5	3	8	57									5	15902			
4331	彩·不屈·耐受·守御(贰)	33902		atParryBase	244	244	0	5	3	7	20	atMagicShield	488	488	5	3	8	50	atPhysicsShieldAdditional	975	975	5	3	10	62									5	15903			
4332	彩·不屈·耐受·守御(叁)	33903		atParryBase	366	366	0	5	3	9	30	atMagicShield	731	731	5	3	10	55	atPhysicsShieldAdditional	1463	1463	5	3	12	67									5	15904			
4333	彩·不屈·耐受·守御(肆)	33904		atParryBase	488	488	0	5	3	11	40	atMagicShield	975	975	5	3	12	60	atPhysicsShieldAdditional	1950	1950	5	3	14	72									5	15905			
4334	彩·不屈·耐受·守御(伍)	33905		atParryBase	609	609	0	5	3	13	45	atMagicShield	1219	1219	5	3	14	75	atPhysicsShieldAdditional	2438	2438	5	3	16	90									5	15906			
4335	彩·不屈·耐受·守御(陆)	33906		atParryBase	731	731	0	5	3	14	50	atMagicShield	1463	1463	5	3	16	90	atPhysicsShieldAdditional	2925	2925	5	3	18	108									5	0			
4336	彩·不屈·血魂·破势(壹)	33907		atParryBase	122	122	0	5	3	5	10	atMaxLifeAdditional	2438	2438	5	3	6	45	atParryValueBase	2819	2819	5	3	8	57									5	15908			
4337	彩·不屈·血魂·破势(贰)	33908		atParryBase	244	244	0	5	3	7	20	atMaxLifeAdditional	4875	4875	5	3	8	50	atParryValueBase	5638	5638	5	3	10	62									5	15909			
4338	彩·不屈·血魂·破势(叁)	33909		atParryBase	366	366	0	5	3	9	30	atMaxLifeAdditional	7313	7313	5	3	10	55	atParryValueBase	8457	8457	5	3	12	67									5	15910			
4339	彩·不屈·血魂·破势(肆)	33910		atParryBase	488	488	0	5	3	11	40	atMaxLifeAdditional	9750	9750	5	3	12	60	atParryValueBase	11276	11276	5	3	14	72									5	15911			
4340	彩·不屈·血魂·破势(伍)	33911		atParryBase	609	609	0	5	3	13	45	atMaxLifeAdditional	12188	12188	5	3	14	75	atParryValueBase	14094	14094	5	3	16	90									5	15912			
4341	彩·不屈·血魂·破势(陆)	33912		atParryBase	731	731	0	5	3	14	50	atMaxLifeAdditional	14625	14625	5	3	16	90	atParryValueBase	16913	16913	5	3	18	108									5	0			
4342	彩·不屈·血魂·守御(壹)	33913		atParryBase	122	122	0	5	3	5	10	atMaxLifeAdditional	2438	2438	5	3	6	45	atPhysicsShieldAdditional	488	488	5	3	8	57									5	15914			
4343	彩·不屈·血魂·守御(贰)	33914		atParryBase	244	244	0	5	3	7	20	atMaxLifeAdditional	4875	4875	5	3	8	50	atPhysicsShieldAdditional	975	975	5	3	10	62									5	15915			
4344	彩·不屈·血魂·守御(叁)	33915		atParryBase	366	366	0	5	3	9	30	atMaxLifeAdditional	7313	7313	5	3	10	55	atPhysicsShieldAdditional	1463	1463	5	3	12	67									5	15916			
4345	彩·不屈·血魂·守御(肆)	33916		atParryBase	488	488	0	5	3	11	40	atMaxLifeAdditional	9750	9750	5	3	12	60	atPhysicsShieldAdditional	1950	1950	5	3	14	72									5	15917			
4346	彩·不屈·血魂·守御(伍)	33917		atParryBase	609	609	0	5	3	13	45	atMaxLifeAdditional	12188	12188	5	3	14	75	atPhysicsShieldAdditional	2438	2438	5	3	16	90									5	15918			
4347	彩·不屈·血魂·守御(陆)	33918		atParryBase	731	731	0	5	3	14	50	atMaxLifeAdditional	14625	14625	5	3	16	90	atPhysicsShieldAdditional	2925	2925	5	3	18	108									5	0			
4348	彩·不屈·血魂·耐受(壹)	33919		atParryBase	122	122	0	5	3	5	10	atMaxLifeAdditional	2438	2438	5	3	6	45	atMagicShield	488	488	5	3	8	57									5	15920			
4349	彩·不屈·血魂·耐受(贰)	33920		atParryBase	244	244	0	5	3	7	20	atMaxLifeAdditional	4875	4875	5	3	8	50	atMagicShield	975	975	5	3	10	62									5	15921			
4350	彩·不屈·血魂·耐受(叁)	33921		atParryBase	366	366	0	5	3	9	30	atMaxLifeAdditional	7313	7313	5	3	10	55	atMagicShield	1463	1463	5	3	12	67									5	15922			
4351	彩·不屈·血魂·耐受(肆)	33922		atParryBase	488	488	0	5	3	11	40	atMaxLifeAdditional	9750	9750	5	3	12	60	atMagicShield	1950	1950	5	3	14	72									5	15923			
4352	彩·不屈·血魂·耐受(伍)	33923		atParryBase	609	609	0	5	3	13	45	atMaxLifeAdditional	12188	12188	5	3	14	75	atMagicShield	2438	2438	5	3	16	90									5	15924			
4353	彩·不屈·血魂·耐受(陆)	33924		atParryBase	731	731	0	5	3	14	50	atMaxLifeAdditional	14625	14625	5	3	16	90	atMagicShield	2925	2925	5	3	18	108									5	0			
4354	彩·破势·守御·血魂(壹)	33925		atParryValueBase	705	705	0	5	3	5	10	atPhysicsShieldAdditional	244	244	5	3	6	45	atMaxLifeAdditional	4875	4875	5	3	8	57									5	15926			
4355	彩·破势·守御·血魂(贰)	33926		atParryValueBase	1409	1409	0	5	3	7	20	atPhysicsShieldAdditional	488	488	5	3	8	50	atMaxLifeAdditional	9750	9750	5	3	10	62									5	15927			
4356	彩·破势·守御·血魂(叁)	33927		atParryValueBase	2114	2114	0	5	3	9	30	atPhysicsShieldAdditional	731	731	5	3	10	55	atMaxLifeAdditional	14625	14625	5	3	12	67									5	15928			
